CURP,Nombre,TipoLegislacion,Partido,FechaNacimiento,LugarNacimiento,PrincipioEleccion,Zona,UltimoGradoEstudios,PreparacionAcademica,Legislatura,InicioLegislatura,FinLegislatura
jesussergioalcantaranuñez,Jesús Sergio Alcántara Núñez,Diputado Propietario,PRI,1965-06-21, México ,Mayoría Relativa, México Distrito: 1 (Jilotepec de Andrés Molina) ,Licenciatura,Ciencias políticas y sociales,LX,2006-08-28,2009-09-01
jesussesmasuarez,Jesús Sesma Suárez,Diputado Suplente,PVEM,1978-09-03, ,Representación Proporcional, San Luis Potosí Circunscripción: Segunda ,Licenciatura,Derecho,LX,2006-08-28,2009-09-01
jesusvicentefloresmorfin,Jesús Vicente Flores Morfín,Diputado Propietario,PAN,1953-05-31, ,Representación Proporcional, Coahuila Circunscripción: Segunda ,Doctorado,Ingeniería,LX,2006-08-28,2009-09-01
joaquinconradodelossantosmolina,Joaquín Conrado De los Santos Molina,Diputado Propietario,PRD,1963-11-23, ,Mayoría Relativa, Oaxaca Distrito: 11 (Santiago Pinotepa Nacional) ,Licenciatura,Ciencias de la salud,LX,2006-08-28,2009-09-01
joelarellanoarellano,Joel Arellano Arellano,Diputado Propietario,PAN,1978-11-24, ,Mayoría Relativa, Jalisco Distrito: 6 (Zapopan) ,Licenciatura,Derecho,LX,2006-08-28,2009-09-01
joelayalaalmeida,Joel Ayala Almeida,Diputado Propietario,PRI,1946-12-20, Sonora ,Representación Proporcional, Baja California Circunscripción: Primera ,Licenciatura,Económico-financiera,LX,2006-08-28,2009-09-01
joelguerrerojuarez,Joel Guerrero Juárez,Diputado Propietario,PRI,1950-12-03, Hidalgo ,Mayoría Relativa, Hidalgo Distrito: 1 (Huejutla de Reyes) ,Profesor Normalista,,LX,2006-08-28,2009-09-01
jorgealejandrosalumdelpalacio,Jorge Alejandro Salum del Palacio,Diputado Propietario,PAN,1962-09-01, ,Mayoría Relativa, Durango Distrito: 4 (Victoria de Durango) ,Licenciatura,Administración y contaduría,LX,2006-08-28,2009-09-01
jorgeandresocejomoreno,Jorge Andrés Ocejo Moreno,Senador Propietario,PAN,1943-03-30, Distrito Federal ,Representación Proporcional, Distrito Federal ,Licenciatura,Ingeniería,LX,2006-08-28,2009-09-01
jorgegodoycardenas,Jorge Godoy Cárdenas,Diputado Propietario,Convergencia,1954-05-25, ,Mayoría Relativa, México Distrito: 24 (Naucalpan de Juárez) ,Licenciatura,Económico-financiera,LX,2006-08-28,2009-09-01
jorgejustinianogonzalezbetancourt,Jorge Justiniano González Betancourt,Diputado Propietario,PAN,1936-10-04, ,Representación Proporcional, Chiapas Circunscripción: Tercera ,Maestría,Otra,LX,2006-08-28,2009-09-01
jorgelegorretaordorica,Jorge Legorreta Ordorica,Senador Suplente,PVEM,1970-12-15, Distrito Federal ,Representación Proporcional, Distrito Federal ,Licenciatura,Derecho,LX,2006-08-28,2009-09-01
jorgeluisdelagarzatreviño,Jorge Luis De la Garza Treviño,Diputado Suplente,PRI,1981-12-09, Nuevo León ,Mayoría Relativa, Nuevo León Distrito: 2 (Apodaca) ,Licenciatura,Administración y contaduría,LX,2006-08-28,2009-09-01
jorgemariolescieurtalavera,Jorge Mario Lescieur Talavera,Diputado Propietario,PRI,1954-03-10, Chiapas ,Mayoría Relativa, Chiapas Distrito: 5 (San Cristóbal de las Casas) ,Maestría,Ciencias de la educación,LX,2006-08-28,2009-09-01
jorgemendozagarza,Jorge Mendoza Garza,Senador Propietario,PRI,1951-09-01, ,Representación Proporcional, Distrito Federal ,Doctorado,Derecho,LX,2006-08-28,2009-09-01
jorgequinterobello,Jorge Quintero Bello,Diputado Propietario,PAN,1947-09-14, Jalisco ,Mayoría Relativa, Jalisco Distrito: 4 (Zapopan) ,Licenciatura,Ciencias de la salud,LX,2006-08-28,2009-09-01
jorgerubennordhausengonzalez,Jorge Rubén Nordhausen González,Diputado Propietario,PAN,1950-11-20, Tamaulipas ,Representación Proporcional, Campeche Circunscripción: Tercera ,Maestría,Ciencias políticas y sociales,LX,2006-08-28,2009-09-01
josefinacotacota,Josefina Cota Cota,Senadora Propietario,PRD,1956-06-03, Baja California Sur ,Mayoría Relativa, Baja California Sur ,,,LX,2006-08-28,2009-09-01
josefinasalinasperez,Josefina Salinas Pérez,Diputada Suplente,PRD,1965-09-03, México ,Representación Proporcional, México Circunscripción: Quinta ,,,LX,2006-08-28,2009-09-01
josealejandrozapataperogordo,José Alejandro Zapata Perogordo,Senador Propietario,PAN,1958-11-20, San Luis Potosí ,Mayoría Relativa, San Luis Potosí ,Licenciatura,Derecho,LX,2006-08-28,2009-09-01
josealfonsosuarezdelrealyaguilera,José Alfonso Suárez del Real y Aguilera,Diputado Propietario,PRD,1953-12-30, Distrito Federal ,Mayoría Relativa, Distrito Federal Distrito: 12 (Cuauhtémoc) ,Preparatoria,,LX,2006-08-28,2009-09-01
joseantonioalmazangonzalez,José Antonio Almazán González,Diputado Propietario,PRD,1949-06-01, Veracruz ,Representación Proporcional, Veracruz Circunscripción: Tercera ,Pasante/Licenciatura trunca,Ciencias políticas y sociales,LX,2006-08-28,2009-09-01
joseantoniodiazgarcia,José Antonio Díaz García,Diputado Propietario,PAN,1964-07-20, Puebla ,Representación Proporcional, Puebla Circunscripción: Cuarta ,Licenciatura,Ingeniería,LX,2006-08-28,2009-09-01
joseantoniomuñozserrano,José Antonio Muñoz Serrano,Diputado Propietario,PAN,1967-08-12, Jalisco ,Mayoría Relativa, Jalisco Distrito: 3 (Tepatitlán de Morelos) ,Licenciatura,Ciencias de la salud,LX,2006-08-28,2009-09-01
joseascencionorihuelabarcenas,José Ascención Orihuela Bárcenas,Diputado Propietario,PRI,1952-03-19, Michoacán ,Representación Proporcional, Michoacán Circunscripción: Quinta ,Pasante/Licenciatura trunca,Ingeniería,LX,2006-08-28,2009-09-01
josedelatorresanchez,José De la Torre Sánchez,Diputado Propietario,PAN,1956-07-21, ,Mayoría Relativa, Veracruz Distrito: 7 (Martínez de la Torre) ,Licenciatura,Ingeniería,LX,2006-08-28,2009-09-01
joseedmundoramirezmartinez,José Edmundo Ramírez Martínez,Diputado Propietario,PRI,1968-11-04, Hidalgo ,Mayoría Relativa, Hidalgo Distrito: 2 (Ixmiquilpan) ,Maestría,Administración y contaduría,LX,2006-08-28,2009-09-01
josefranciscomelovelazquez,José Francisco Melo Velázquez,Diputado Propietario,Convergencia,1980-12-17, ,Representación Proporcional, Oaxaca Circunscripción: Tercera ,,,LX,2006-08-28,2009-09-01
josegildardoguerrerotorres,José Gildardo Guerrero Torres,Diputado Propietario,PAN,1975-05-08, Jalisco ,Mayoría Relativa, Jalisco Distrito: 14 (Guadalajara) ,Licenciatura,Derecho,LX,2006-08-28,2009-09-01
josegonzalezmorfin,José González Morfín,Senador Propietario,PAN,1954-07-25, Michoacán ,Representación Proporcional, Michoacán ,Licenciatura,Ciencias de la salud,LX,2006-08-28,2009-09-01
joseguadaluperiverarivera,José Guadalupe Rivera Rivera,Diputado Propietario,PAN,1951-12-12, ,Mayoría Relativa, San Luis Potosí Distrito: 7 (Tamazunchale) ,Secundaria,,LX,2006-08-28,2009-09-01
joseguadarramamarquez,José Guadarrama Márquez,Senador Propietario,PRD,1948-12-16, Hidalgo ,Mayoría Relativa, Hidalgo ,Licenciatura,Humanidades,LX,2006-08-28,2009-09-01
joseguillermoanayallamas,José Guillermo Anaya Llamas,Senador Propietario,PAN,1968-07-02, Coahuila ,Mayoría Relativa, Coahuila ,Maestría,Derecho,LX,2006-08-28,2009-09-01
joseguillermofuentesortiz,José Guillermo Fuentes Ortiz,Diputado Propietario,PAN,1951-12-04, ,Mayoría Relativa, Puebla Distrito: 3 (Teziutlán) ,Licenciatura,Ingeniería,LX,2006-08-28,2009-09-01
joseguillermovelazquezgutierrez,José Guillermo Velázquez Gutiérrez,Diputado Propietario,PAN,1969-11-26, Puebla ,Mayoría Relativa, Puebla Distrito: 13 (Atlixco) ,Maestría,Administración y contaduría,LX,2006-08-28,2009-09-01
joseignacioalbertorubiochavez,José Ignacio Alberto Rubio Chávez,Diputado Propietario,PAN,1954-07-18, ,Mayoría Relativa, Querétaro Distrito: 1 (Cadereyta de Montes) ,Licenciatura,Derecho,LX,2006-08-28,2009-09-01
joseinespalafoxnuñez,José Inés Palafox Núñez,Diputado Propietario,PAN,1960-09-14, ,Mayoría Relativa, Sonora Distrito: 1 (San Luis Río Colorado) ,Licenciatura,Ingeniería,LX,2006-08-28,2009-09-01
joseisabeltrejoreyes,José Isabel Trejo Reyes,Senador Propietario,PAN,1959-04-09, Zacatecas ,Primera Minoría, Zacatecas ,Licenciatura,Administración y contaduría,LX,2006-08-28,2009-09-01
josejacquesymedina,José Jacques y Medina,Diputado Propietario,PRD,1944-09-26, ,Representación Proporcional, Distrito Federal Circunscripción: Cuarta ,Pasante/Licenciatura trunca,Derecho,LX,2006-08-28,2009-09-01
josejesusreynagarcia,José Jesús Reyna García,Diputado Propietario,PRI,1952-02-22, Michoacán ,Representación Proporcional, Michoacán Circunscripción: Quinta ,Licenciatura,Derecho,LX,2006-08-28,2009-09-01
josejuliansacramentogarza,José Julián Sacramento Garza,Senador Propietario,PAN,1956-08-21, ,Mayoría Relativa, Tamaulipas ,Licenciatura,Agropecuaria y zootecnia,LX,2006-08-28,2009-09-01
joseluisaguilerarico,José Luis Aguilera Rico,Diputado Propietario,Convergencia,1979-02-17, Querétaro ,Representación Proporcional, Querétaro Circunscripción: Segunda ,Licenciatura,Derecho,LX,2006-08-28,2009-09-01
joseluisblancopajon,José Luis Blanco Pajón,Diputado Propietario,PRI,1956-12-09, Yucatán ,Mayoría Relativa, Yucatán Distrito: 2 (Progreso) ,Licenciatura,Ciencias de la salud,LX,2006-08-28,2009-09-01
joseluiscontrerascoeto,José Luis Contreras Coeto,Diputado Propietario,PAN,1964-03-30, Puebla ,Mayoría Relativa, Puebla Distrito: 7 (Tepeaca) ,Licenciatura,Ingeniería,LX,2006-08-28,2009-09-01
joseluisespinosapiña,José Luis Espinosa Piña,Diputado Propietario,PAN,1968-12-02, ,Mayoría Relativa, Michoacán Distrito: 10 (Morelia) ,Licenciatura,Derecho,LX,2006-08-28,2009-09-01
joseluisgutierrezcalzadilla,José Luis Gutiérrez Calzadilla,Diputado Propietario,PRD,1944-10-23, Distrito Federal ,Mayoría Relativa, Distrito Federal Distrito: 26 (Magdalena Contreras) ,Pasante/Licenciatura trunca,Ciencias de la salud,LX,2006-08-28,2009-09-01
joseluislobatocampos,José Luis Lobato Campos,Senador Propietario,Convergencia,1938-10-05, Veracruz ,Representación Proporcional, Veracruz ,Licenciatura,Derecho,LX,2006-08-28,2009-09-01
joseluismurillotorres,José Luis Murillo Torres,Diputado Propietario,PAN,1957-02-24, Nuevo León ,Mayoría Relativa, Nuevo León Distrito: 3 (General Escobedo) ,Licenciatura,Arquitectura y diseño,LX,2006-08-28,2009-09-01
joseluismaximogarciazalvidea,José Luis Máximo García Zalvidea,Senador Propietario,PRD,1955-02-02, Distrito Federal ,Primera Minoría, Quintana Roo ,Pasante/Licenciatura trunca,Humanidades,LX,2006-08-28,2009-09-01
josemanueldelriovirgen,José Manuel Del Río Virgen,Diputado Propietario,Convergencia,1954-01-08, Veracruz ,Mayoría Relativa, Veracruz Distrito: 6 (Papantla de Olarte) ,Maestría,Ciencias políticas y sociales,LX,2006-08-28,2009-09-01
josemartinlopezcisneros,José Martín López Cisneros,Diputado Propietario,PAN,1972-11-11, Nuevo León ,Representación Proporcional, Nuevo León Circunscripción: Segunda ,Maestría,Administración y contaduría,LX,2006-08-28,2009-09-01
josemuratcasab,José Murat Casab,Diputado Propietario,PRI,1949-10-18, Oaxaca ,Representación Proporcional, Oaxaca Circunscripción: Tercera ,Licenciatura,Derecho,LX,2006-08-28,2009-09-01
josenicolasmoralesramos,José Nicolás Morales Ramos,Diputado Propietario,PAN,1959-07-08, Jalisco ,Mayoría Relativa, Jalisco Distrito: 18 (Autlán de Navarro) ,Técnico,Agropecuaria y zootecnia,LX,2006-08-28,2009-09-01
joserosasaispurotorres,José Rosas Aispuro Torres,Diputado Propietario,PRI,1961-10-19, Durango ,Representación Proporcional, Durango Circunscripción: Primera ,Doctorado,Derecho,LX,2006-08-28,2009-09-01
josevictorsancheztrujillo,José Víctor Sánchez Trujillo,Diputado Propietario,PAN,1965-11-03, ,Mayoría Relativa, Morelos Distrito: 5 (Yautepec) ,Licenciatura,Administración y contaduría,LX,2006-08-28,2009-09-01
josedejesussolanomuñoz,José de Jesús Solano Muñoz,Diputado Propietario,PAN,1969-05-06, ,Mayoría Relativa, Jalisco Distrito: 13 (Guadalajara) ,Licenciatura,Ciencias políticas y sociales,LX,2006-08-28,2009-09-01
juanabaddejesus,Juan Abad de Jesús,Diputado Propietario,Convergencia,1965-02-13, México ,Mayoría Relativa, México Distrito: 2 (Teoloyucan) ,Maestría,Ciencias de la salud,LX,2006-08-28,2009-09-01
juanadolfoorcimartinez,Juan Adolfo Orcí Martínez,Diputado Propietario,PRD,1955-06-04, Sonora ,Mayoría Relativa, Baja California Sur Distrito: 1 (Mulegé) ,Pasante/Licenciatura trunca,Agropecuaria y zootecnia,LX,2006-08-28,2009-09-01
juanbuenotorio,Juan Bueno Torio,Senador Propietario,PAN,1953-09-21, Veracruz ,Primera Minoría, Veracruz ,Licenciatura,Administración y contaduría,LX,2006-08-28,2009-09-01
juancarlosvelascoperez,Juan Carlos Velasco Pérez,Diputado Propietario,PRI,1952-08-03, Michoacán ,Representación Proporcional, Michoacán Circunscripción: Quinta ,Licenciatura,Derecho,LX,2006-08-28,2009-09-01
juandariolemarroymartinez,Juan Dario Lemarroy Martínez,Diputado Propietario,PRD,1971-12-02, ,Mayoría Relativa, Veracruz Distrito: 21 (Cosoleacaque) ,Maestría,Derecho,LX,2006-08-28,2009-09-01
juandarioarreolacalderon,Juan Darío Arreola Calderón,Diputado Propietario,PRD,1962-01-27, ,Mayoría Relativa, México Distrito: 38 (Texcoco de Mora) ,Técnico,Ciencias de la salud,LX,2006-08-28,2009-09-01
juanenriquebarriosrodriguez,Juan Enrique Barrios Rodríguez,Diputado Propietario,PAN,1973-03-31, Nuevo León ,Mayoría Relativa, Nuevo León Distrito: 6 (Monterrey) ,Licenciatura,Derecho,LX,2006-08-28,2009-09-01
juanfranciscoriverabedoya,Juan Francisco Rivera Bedoya,Diputado Propietario,PRI,1942-05-16, San Luis Potosí ,Mayoría Relativa, Nuevo León Distrito: 11 (Guadalupe) ,Licenciatura,Derecho,LX,2006-08-28,2009-09-01
juanhugodelarosagarcia,Juan Hugo De la Rosa García,Diputado Propietario,PRD,1958-04-02, ,Mayoría Relativa, México Distrito: 31 (Ciudad Nezahualcóyotl) ,Preparatoria,,LX,2006-08-28,2009-09-01
juanignaciosamperiomontaño,Juan Ignacio Samperio Montaño,Diputado Propietario,Convergencia,1957-10-04, ,Representación Proporcional, México Circunscripción: Quinta ,Pasante/Licenciatura trunca,Derecho,LX,2006-08-28,2009-09-01
juanjoserodriguezprats,Juan José Rodríguez Prats,Diputado Propietario,PAN,1946-03-17, Chiapas ,Representación Proporcional, Tabasco Circunscripción: Tercera ,Licenciatura,Derecho,LX,2006-08-28,2009-09-01
juanmanuelparasgonzalez,Juan Manuel Parás González,Diputado Propietario,PRI,1956-04-11, Nuevo León ,Mayoría Relativa, Nuevo León Distrito: 12 (Cadereyta Jiménez) ,Licenciatura,Económico-financiera,LX,2006-08-28,2009-09-01
juanmanuelsanmartinhernandez,Juan Manuel San Martín Hernández,Diputado Propietario,PRD,1961-12-16, ,Mayoría Relativa, México Distrito: 39 (La Paz) ,Preparatoria,,LX,2006-08-28,2009-09-01
juanmanuelsandovalmunguia,Juan Manuel Sandoval Munguía,Diputado Propietario,PAN,1966-10-29, Guerrero ,Representación Proporcional, México Circunscripción: Quinta ,Pasante/Licenciatura trunca,Derecho,LX,2006-08-28,2009-09-01
juanmanuelvillanuevaarjona,Juan Manuel Villanueva Arjona,Diputado Propietario,PAN,1966-01-27, ,Mayoría Relativa, Nuevo León Distrito: 10 (Monterrey) ,Licenciatura,Ingeniería,LX,2006-08-28,2009-09-01
juannicasioguerraochoa,Juan Nicasio Guerra Ochoa,Diputado Propietario,PRD,1954-11-26, Sinaloa ,Mayoría Relativa, Distrito Federal Distrito: 7 (Gustavo A. Madero) ,Doctorado,Ciencias de la salud,LX,2006-08-28,2009-09-01
juanvictoriaalva,Juan Victoria Alva,Diputado Propietario,PAN,1951-02-08, México ,Mayoría Relativa, México Distrito: 40 (San Miguel Zinacantepec) ,Pasante/Licenciatura trunca,Ingeniería,LX,2006-08-28,2009-09-01
juanaleticiaherreraale,Juana Leticia Herrera Ale,Diputada Propietario,PRI,1960-06-08, Durango ,Mayoría Relativa, Durango Distrito: 2 (Gómez Palacio) ,Técnico,Administración y contaduría,LX,2006-08-28,2009-09-01
larizamontielluis,Lariza Montiel Luis,Diputada Suplente,PAN,1976-05-23, Coahuila ,Representación Proporcional, Coahuila Circunscripción: Segunda ,Licenciatura,Derecho,LX,2006-08-28,2009-09-01
lauraangelicarojashernandez,Laura Angélica Rojas Hernández,Diputada Propietario,PAN,1975-12-26, Distrito Federal ,Representación Proporcional, México Circunscripción: Quinta ,Licenciatura,Ciencias políticas y sociales,LX,2006-08-28,2009-09-01
leobardocurielpreciado,Leobardo Curiel Preciado,Diputado Propietario,PAN,1947-01-18, ,Mayoría Relativa, Jalisco Distrito: 5 (Puerto Vallarta) ,Licenciatura,Ciencias de la educación,LX,2006-08-28,2009-09-01
leonardomelesiodejesusmagallonarceo,Leonardo Melesio de Jesús Magallón Arceo,Diputado Propietario,PAN,1954-09-05, ,Representación Proporcional, Guanajuato Circunscripción: Segunda ,Maestría,Ciencias de la educación,LX,2006-08-28,2009-09-01
leticiadiazdeleontorres,Leticia Díaz de León Torres,Diputada Propietario,PAN,1969-10-22, ,Representación Proporcional, San Luis Potosí Circunscripción: Segunda ,Licenciatura,Derecho,LX,2006-08-28,2009-09-01
liliaguadalupemerodioreza,Lilia Guadalupe Merodio Reza,Diputada Propietario,PRI,1978-09-19, Chihuahua ,Mayoría Relativa, Chihuahua Distrito: 2 (Ciudad Juárez) ,Licenciatura,Administración y contaduría,LX,2006-08-28,2009-09-01
lilianacarbajalmendez,Liliana Carbajal Méndez,Diputada Propietario,PAN,1976-10-19, San Luis Potosí ,Representación Proporcional, San Luis Potosí Circunscripción: Segunda ,Licenciatura,Derecho,LX,2006-08-28,2009-09-01
lizbetheveliamedinarodriguez,Lizbeth Evelia Medina Rodríguez,Diputada Propietario,PAN,1962-10-25, Yucatán ,Representación Proporcional, Yucatán Circunscripción: Tercera ,Licenciatura,Derecho,LX,2006-08-28,2009-09-01
lorenamartinezrodriguez,Lorena Martínez Rodríguez,Diputada Propietario,PRI,1964-09-02, Zacatecas ,Representación Proporcional, Aguascalientes Circunscripción: Segunda ,Maestría,Ciencias políticas y sociales,LX,2006-08-28,2009-09-01
lourdesalonsoflores,Lourdes Alonso Flores,Diputada Propietario,PRD,1958-10-02, Michoacán ,Mayoría Relativa, Distrito Federal Distrito: 4 (Iztapalapa) ,Profesor Normalista,,LX,2006-08-28,2009-09-01
lourdeseulaliaquiñonescanales,Lourdes Eulalia Quiñones Canales,Diputada Propietario,PRI,1953-02-11, Durango ,Representación Proporcional, Durango Circunscripción: Primera ,Licenciatura,Ciencias de la salud,LX,2006-08-28,2009-09-01
luciasusanamendozamorales,Lucía Susana Mendoza Morales,Diputada Propietario,PAN,1976-10-24, ,Representación Proporcional, Jalisco Circunscripción: Primera ,Maestría,Ciencias políticas y sociales,LX,2006-08-28,2009-09-01
luisalbertocoppolajoffroy,Luis Alberto Coppola Joffroy,Senador Propietario,PAN,1948-05-29, ,Primera Minoría, Baja California Sur ,Licenciatura,Administración y contaduría,LX,2006-08-28,2009-09-01
luisalbertovillarrealgarcia,Luis Alberto Villarreal García,Senador Propietario,PAN,1974-11-11, Guanajuato ,Mayoría Relativa, Guanajuato ,Licenciatura,Derecho,LX,2006-08-28,2009-09-01
luisalonsomejiagarcia,Luis Alonso Mejía García,Diputado Propietario,PAN,1946-04-27, Tamaulipas ,Mayoría Relativa, Tamaulipas Distrito: 8 (Tampico) ,Licenciatura,Ingeniería,LX,2006-08-28,2009-09-01
luisenriquebenitezojeda,Luis Enrique Benítez Ojeda,Diputado Propietario,PRI,1969-10-20, ,Mayoría Relativa, Durango Distrito: 1 (Victoria de Durango) ,Licenciatura,Derecho,LX,2006-08-28,2009-09-01
luisfernandorodriguezahumada,Luis Fernando Rodríguez Ahumada,Diputado Propietario,PAN,1975-09-12, ,Mayoría Relativa, Sonora Distrito: 5 (Hermosillo) ,Maestría,Económico-financiera,LX,2006-08-28,2009-09-01
luisgerardoserratocastell,Luis Gerardo Serrato Castell,Diputado Propietario,PAN,1975-07-25, ,Mayoría Relativa, Sonora Distrito: 3 (Hermosillo) ,Licenciatura,Derecho,LX,2006-08-28,2009-09-01
luismaldonadovenegas,Luis Maldonado Venegas,Senador Suplente,Convergencia,1956-11-19, Veracruz ,Representación Proporcional, Distrito Federal ,Licenciatura,Derecho,LX,2006-08-28,2009-09-01
luisricardoaldanaprieto,Luis Ricardo Aldana Prieto,Diputado Propietario,PRI,1954-05-03, Veracruz ,Representación Proporcional, Veracruz Circunscripción: Tercera ,Licenciatura,Ingeniería,LX,2006-08-28,2009-09-01
luisxaviermaawadrobert,Luis Xavier Maawad Robert,Diputado Propietario,PAN,1952-05-20, ,Mayoría Relativa, México Distrito: 27 (Metepec) ,Maestría,Administración y contaduría,LX,2006-08-28,2009-09-01
luzvirginiacortesosornio,Luz Virginia Cortés Osornio,Diputada Suplente,PAN,1976-05-21, Querétaro ,Representación Proporcional, Querétaro Circunscripción: Segunda ,,,LX,2006-08-28,2009-09-01
lazaranellygonzalezaguilar,Lázara Nelly González Aguilar,Senadora Suplente,PAN,1977-04-07, Tamaulipas ,Mayoría Relativa, Tamaulipas ,Pasante/Licenciatura trunca,Derecho,LX,2006-08-28,2009-09-01
lazaromazonalonso,Lázaro Mazón Alonso,Senador Propietario,PRD,1959-12-17, Guerrero ,Mayoría Relativa, Guerrero ,Licenciatura,Ciencias de la salud,LX,2006-08-28,2009-09-01
ma.delcarmenfernandezugarte,Ma. del Carmen Fernández Ugarte,Diputada Suplente,PAN,1953-05-18, Coahuila ,Representación Proporcional, Coahuila Circunscripción: Segunda ,Licenciatura,Derecho,LX,2006-08-28,2009-09-01
manliofabiobeltronesrivera,Manlio Fabio Beltrones Rivera,Senador Propietario,PRI,1952-08-30, Sonora ,Representación Proporcional, Distrito Federal ,Licenciatura,Económico-financiera,LX,2006-08-28,2009-09-01
manuelcardenasfonseca,Manuel Cárdenas Fonseca,Diputado Propietario,Panal,1958-02-13, Sinaloa ,Representación Proporcional, Sinaloa Circunscripción: Primera ,Licenciatura,Derecho,LX,2006-08-28,2009-09-01
manuelportilladieguez,Manuel Portilla Diéguez,Diputado Suplente,PVEM,1969-09-10, Distrito Federal ,Representación Proporcional, México Circunscripción: Quinta ,Pasante/Licenciatura trunca,Administración y contaduría,LX,2006-08-28,2009-09-01
manuelsalvadorsalgadoamador,Manuel Salvador Salgado Amador,Diputado Suplente,PVEM,1954-03-02, Baja California Sur ,Representación Proporcional, Sinaloa Circunscripción: Primera ,Técnico,,LX,2006-08-28,2009-09-01
manuelvelascocoello,Manuel Velasco Coello,Senador Propietario,PVEM,1980-04-07, Chiapas ,Mayoría Relativa, Chiapas ,Pasante/Licenciatura trunca,Derecho,LX,2006-08-28,2009-09-01
marcelacuengaribi,Marcela Cuen Garibi,Diputada Propietario,PAN,1966-07-01, Distrito Federal ,Mayoría Relativa, Guanajuato Distrito: 9 (Irapuato) ,Pasante/Licenciatura trunca,Derecho,LX,2006-08-28,2009-09-01
marcoantoniopeyrotsolis,Marco Antonio Peyrot Solís,Diputado Propietario,PAN,1966-05-06, ,Representación Proporcional, Hidalgo Circunscripción: Quinta ,Doctorado,Ingeniería,LX,2006-08-28,2009-09-01
marcoheribertoorozcoruizvelasco,Marco Heriberto Orozco Ruiz Velasco,Diputado Propietario,PAN,1959-12-14, ,Representación Proporcional, Nuevo León Circunscripción: Segunda ,Licenciatura,Derecho,LX,2006-08-28,2009-09-01
marcohumbertoaguilarcoronado,Marco Humberto Aguilar Coronado,Senador Propietario,PAN,1963-03-25, Veracruz ,Mayoría Relativa, Puebla ,Licenciatura,Ciencias políticas y sociales,LX,2006-08-28,2009-09-01
marcosmatiasalonso,Marcos Matías Alonso,Diputado Propietario,PRD,1956-04-25, Guerrero ,Mayoría Relativa, Guerrero Distrito: 6 (Chilapa de Álvarez) ,Maestría,Ciencias políticas y sociales,LX,2006-08-28,2009-09-01
marcossalascontreras,Marcos Salas Contreras,Diputado Propietario,PAN,1955-04-25, Veracruz ,Mayoría Relativa, Veracruz Distrito: 8 (Xalapa) ,Licenciatura,Ingeniería,LX,2006-08-28,2009-09-01
margaritaarenasguzman,Margarita Arenas Guzmán,Diputada Propietario,PAN,1957-01-25, ,Mayoría Relativa, Guanajuato Distrito: 4 (Guanajuato) ,Maestría,Ciencias de la educación,LX,2006-08-28,2009-09-01
marianogonzalezzarur,Mariano González Zarur,Diputado Propietario,PRI,1949-04-03, Tlaxcala ,Representación Proporcional, Tlaxcala Circunscripción: Cuarta ,Licenciatura,Administración y contaduría,LX,2006-08-28,2009-09-01
maribelluisaalvaolvera,Maribel Luisa Alva Olvera,Diputada Propietario,PRD,1963-08-19, ,Mayoría Relativa, México Distrito: 13 (Ecatepec de Morelos) ,Pasante/Licenciatura trunca,Ciencias de la salud,LX,2006-08-28,2009-09-01
maricelacontrerasjulian,Maricela Contreras Julián,Diputada Propietario,PRD,1961-06-15, Distrito Federal ,Mayoría Relativa, Distrito Federal Distrito: 5 (Tlalpan) ,Licenciatura,Humanidades,LX,2006-08-28,2009-09-01
marioalbertosalazarmadera,Mario Alberto Salazar Madera,Diputado Propietario,PAN,1975-08-14, Jalisco ,Representación Proporcional, Jalisco Circunscripción: Primera ,Licenciatura,Administración y contaduría,LX,2006-08-28,2009-09-01
marioeduardomorenoalvarez,Mario Eduardo Moreno Álvarez,Diputado Propietario,PAN,1964-11-12, Jalisco ,Mayoría Relativa, Jalisco Distrito: 12 (Tlajomulco de ZúÃ±iga) ,Licenciatura,Derecho,LX,2006-08-28,2009-09-01
marioenriquedeltoro.,Mario Enrique Del Toro .,Diputado Propietario,PRD,1966-08-18, Michoacán ,Mayoría Relativa, México Distrito: 19 (Tlalnepantla de Baz) ,Maestría,Humanidades,LX,2006-08-28,2009-09-01
mariolopezvaldez,Mario López Valdez,Senador Propietario,PRI,1957-01-18, Sinaloa ,Mayoría Relativa, Sinaloa ,Licenciatura,Administración y contaduría,LX,2006-08-28,2009-09-01
mariovallejoestevez,Mario Vallejo Estévez,Diputado Propietario,PRD,1959-05-28, ,Mayoría Relativa, Michoacán Distrito: 3 (Heróica Zitácuaro) ,Pasante/Licenciatura trunca,Humanidades,LX,2006-08-28,2009-09-01
marisolmoracuevas,Marisol Mora Cuevas,Diputada Suplente,PAN,1970-05-27, ,Representación Proporcional, Veracruz Circunscripción: Tercera ,Preparatoria,,LX,2006-08-28,2009-09-01
markoantoniocortesmendoza,Marko Antonio Cortés Mendoza,Senador Propietario,PAN,1977-10-17, Michoacán ,Primera Minoría, Michoacán ,Maestría,Administración y contaduría,LX,2006-08-28,2009-09-01
marthaangelicaromojimenez,Martha Angélica Romo Jiménez,Diputada Propietario,PAN,1961-01-01, Jalisco ,Mayoría Relativa, Jalisco Distrito: 2 (Lagos de Moreno) ,Licenciatura,Ciencias de la salud,LX,2006-08-28,2009-09-01
