CURP,Nombre,TipoLegislacion,Partido,FechaNacimiento,LugarNacimiento,PrincipioEleccion,Zona,UltimoGradoEstudios,PreparacionAcademica,Legislatura,InicioLegislatura,FinLegislatura
leobardoalcalapadilla,Leobardo Alcalá Padilla,Diputado Propietario,PRI,28/08/1960, Jalisco ,Mayoría Relativa, Jalisco Distrito: 8 (Guadalajara) ,Doctorado,Ciencias de la salud,LXII,29/08/2012,31/08/2015
leonorromerosevilla,Leonor Romero  Sevilla,Diputada Propietario,PAN,07/09/1958, Tabasco ,Representación Proporcional, Tlaxcala Circunscripción: Cuarta ,Licenciatura,Agropecuaria y zootecnia,LXII,29/08/2012,31/08/2015
leopoldosanchezcruz,Leopoldo Sánchez Cruz,Diputado Propietario,PRI,22/07/1971, Veracruz ,Mayoría Relativa, Veracruz Distrito: 2 (Tantoyuca) ,Licenciatura,Ciencias,LXII,29/08/2012,31/08/2015
lesliepantojahernandez,Leslie Pantoja Hernández,Diputada Propietario,PAN,25/08/1976, Baja California ,Representación Proporcional, Sonora Circunscripción: Primera ,Licenciatura,Administración y contaduría,LXII,29/08/2012,31/08/2015
leticialopezlandero,Leticia López Landero,Diputada Propietario,PAN,07/07/1962, Veracruz ,Mayoría Relativa, Veracruz Distrito: 16 (Córdoba) ,Preparatoria,,LXII,29/08/2012,31/08/2015
liliaaguilargil,Lilia Aguilar Gil,Diputada Propietario,PT,17/08/1977, Chihuahua ,Representación Proporcional, Chihuahua Circunscripción: Primera ,Maestría,Ciencias políticas y sociales,LXII,29/08/2012,31/08/2015
lisandroaristidescamposcordova,Lisandro Arístides Campos Córdova,Diputado Propietario,PRI,27/06/1957, ,Mayoría Relativa, Puebla Distrito: 16 (Ajalpan) ,Pasante/Licenciatura trunca,Derecho,LXII,29/08/2012,31/08/2015
lizbetheugeniarosasmontero,Lizbeth Eugenia Rosas Montero,Diputada Propietario,PRD,09/03/1974, Distrito Federal ,Mayoría Relativa, Distrito Federal Distrito: 1 (Gustavo A. Madero) ,Maestría,Ciencias políticas y sociales,LXII,29/08/2012,31/08/2015
lizbethloygamboasong,Lizbeth Loy Gamboa Song,Diputada Propietario,PRI,31/03/1981, Quintana Roo ,Representación Proporcional, Quintana Roo Circunscripción: Tercera ,Maestría,Ciencias políticas y sociales,LXII,29/08/2012,31/08/2015
lorenamendezdenis,Lorena Méndez Denis,Diputada Propietario,Morena,06/11/1968, Tabasco ,Mayoría Relativa, Tabasco Distrito: 3 (Comalcalco) ,Licenciatura,Ciencias de la educación,LXII,29/08/2012,31/08/2015
loreniaivethvallessampedro,Lorenia Iveth Valles Sampedro,Diputada Propietario,PRD,18/12/1976, Sonora ,Representación Proporcional, Sonora Circunscripción: Primera ,Licenciatura,Administración y contaduría,LXII,29/08/2012,31/08/2015
lorettaortizahlf,Loretta Ortíz Ahlf,Diputada Propietario,Morena,24/02/1955, Distrito Federal ,Representación Proporcional, Distrito Federal Circunscripción: Cuarta ,Doctorado,Derecho,LXII,29/08/2012,31/08/2015
lourdesadrianalopezmoreno,Lourdes Adriana López Moreno,Diputada Propietario,PVEM,28/01/1978, Chiapas ,Mayoría Relativa, Chiapas Distrito: 1 (Palenque) ,Licenciatura,Derecho,LXII,29/08/2012,31/08/2015
lourdeseulaliaquiñonescanales,Lourdes Eulalia Quiñones Canales,Diputada Propietario,PRI,11/02/1953, Durango ,Representación Proporcional, Durango Circunscripción: Primera ,Licenciatura,Ciencias de la salud,LXII,29/08/2012,31/08/2015
lucilagarfiasgutierrez,Lucila Garfias Gutiérrez,Diputada Propietario,Panal,01/12/1951, México ,Representación Proporcional, México Circunscripción: Quinta ,Maestría,Ciencias de la educación,LXII,29/08/2012,31/08/2015
luisalbertovillarrealgarcia,Luis Alberto Villarreal García,Diputado Propietario,PAN,11/11/1974, Guanajuato ,Representación Proporcional, Guanajuato Circunscripción: Segunda ,Licenciatura,Derecho,LXII,29/08/2012,31/08/2015
luisalfredomurguialardizabal,Luis Alfredo Murguía Lardizabal,Diputado Propietario,PRI,22/11/1956, Chihuahua ,Mayoría Relativa, Chihuahua Distrito: 4 (Ciudad Juárez) ,Licenciatura,Administración y contaduría,LXII,29/08/2012,31/08/2015
luisantoniogonzalezroldan,Luis Antonio González Roldán,Diputado Propietario,Panal,26/02/1967, ,Representación Proporcional, México Circunscripción: Quinta ,Licenciatura,Derecho,LXII,29/08/2012,31/08/2015
luisarmandocordovadiaz,Luis Armando Córdova Díaz,Diputado Propietario,PRI,30/12/1968, Jalisco ,Mayoría Relativa, Jalisco Distrito: 16 (Tlaquepaque) ,Maestría,Derecho,LXII,29/08/2012,31/08/2015
luisgomezgomez,Luis Gómez Gómez,Diputado Propietario,PRI,10/08/1980, Chiapas ,Mayoría Relativa, Chiapas Distrito: 5 (San Cristóbal de las Casas) ,Licenciatura,Administración y contaduría,LXII,29/08/2012,31/08/2015
luismanuelariaspallares,Luis Manuel Arias Pallares,Diputado Propietario,PRD,20/10/1978, Distrito Federal ,Representación Proporcional, Distrito Federal Circunscripción: Cuarta ,Pasante/Licenciatura trunca,Derecho,LXII,29/08/2012,31/08/2015
luismiguelramirezromero,Luis Miguel Ramírez Romero,Diputado Propietario,PAN,29/09/1969, Morelos ,Representación Proporcional, Morelos Circunscripción: Cuarta ,Técnico,Otra,LXII,29/08/2012,31/08/2015
luisolveracorrea,Luis Olvera Correa,Diputado Propietario,PRI,28/01/1970, Michoacán ,Mayoría Relativa, Michoacán Distrito: 6 (Ciudad Hidalgo) ,Maestría,Comunicación,LXII,29/08/2012,31/08/2015
luisricardoaldanaprieto,Luis Ricardo Aldana Prieto,Diputado Propietario,PRI,03/05/1954, Veracruz ,Representación Proporcional, Veracruz Circunscripción: Tercera ,Pasante/Licenciatura trunca,Ingeniería,LXII,29/08/2012,31/08/2015
luisangelxarielespinosachazaro,Luis Ángel Xariel Espinosa Cházaro,Diputado Propietario,PRD,07/05/1974, Jalisco ,Mayoría Relativa, Distrito Federal Distrito: 11 (Venustiano Carranza) ,Maestría,Administración y contaduría,LXII,29/08/2012,31/08/2015
luisamariaalcaldelujan,Luisa María Alcalde  Luján,Diputada Propietario,Morena,24/08/1987, Distrito Federal ,Representación Proporcional, Distrito Federal Circunscripción: Cuarta ,Licenciatura,Derecho,LXII,29/08/2012,31/08/2015
ma.concepcionnavarretevital,Ma. Concepción Navarrete Vital,Diputada Propietario,PRI,05/07/1959, ,Mayoría Relativa, Guanajuato Distrito: 11 (Pénjamo) ,Profesor Normalista,,LXII,29/08/2012,31/08/2015
magdalenadelsocorronuñezmonreal,Magdalena del Socorro Núñez Monreal,Diputada Propietario,PT,13/01/1959, Zacatecas ,Representación Proporcional, Zacatecas Circunscripción: Segunda ,Licenciatura,Administración y contaduría,LXII,29/08/2012,31/08/2015
manuelañorvebaños,Manuel Añorve Baños,Diputado Propietario,PRI,15/05/1957, Guerrero ,Representación Proporcional, Guerrero Circunscripción: Cuarta ,Doctorado,Derecho,LXII,29/08/2012,31/08/2015
manuelrafaelhuertaladrondeguevara,Manuel Rafael Huerta Ladrón de Guevara,Diputado Propietario,Morena,12/07/1960, Distrito Federal ,Mayoría Relativa, Distrito Federal Distrito: 2 (Gustavo A. Madero) ,Licenciatura,Derecho,LXII,29/08/2012,31/08/2015
marcelinaortacoronado,Marcelina Orta Coronado,Diputada Propietario,PAN,11/08/1968, Tamaulipas ,Mayoría Relativa, Tamaulipas Distrito: 7 (Ciudad Madero) ,Licenciatura,Ciencias políticas y sociales,LXII,29/08/2012,31/08/2015
marcelogarzaruvalcaba,Marcelo Garza Ruvalcaba,Diputado Propietario,PRD,08/09/1983, Nuevo León ,Representación Proporcional, Nuevo León Circunscripción: Segunda ,Licenciatura,Ciencias,LXII,29/08/2012,31/08/2015
marcelodejesustorrescofiño,Marcelo de Jesús Torres Cofiño,Diputado Propietario,PAN,08/07/1966, Coahuila ,Mayoría Relativa, Coahuila Distrito: 6 (Torreón) ,Licenciatura,Derecho,LXII,29/08/2012,31/08/2015
marcoantoniobarbamariscal,Marco Antonio Barba Mariscal,Diputado Propietario,PRI,24/05/1970, Jalisco ,Mayoría Relativa, Jalisco Distrito: 13 (Guadalajara) ,Licenciatura,Administración y contaduría,LXII,29/08/2012,31/08/2015
marcoantoniocalzadaarroyo,Marco Antonio Calzada Arroyo,Diputado Propietario,PRI,17/01/1964, México ,Mayoría Relativa, México Distrito: 8 (Tultitlán de Mariano Escobedo) ,Licenciatura,Administración y contaduría,LXII,29/08/2012,31/08/2015
marcosaguilarvega,Marcos Aguilar Vega,Diputado Propietario,PAN,05/07/1972, Querétaro ,Mayoría Relativa, Querétaro Distrito: 3 (Santiago de Querétaro) ,Maestría,Derecho,LXII,29/08/2012,31/08/2015
marcosrosendomedinafiligrana,Marcos Rosendo Medina Filigrana,Diputado Propietario,PRD,06/10/1970, Tabasco ,Mayoría Relativa, Tabasco Distrito: 5 (Paraíso) ,Maestría,Derecho,LXII,29/08/2012,31/08/2015
margaritaelenatapiafonllem,Margarita Elena Tapia Fonllem,Diputada Propietario,PRD,11/04/1959, Sonora ,Representación Proporcional, Distrito Federal Circunscripción: Cuarta ,Doctorado,Ciencias políticas y sociales,LXII,29/08/2012,31/08/2015
margaritaliceagonzalez,Margarita Licea González,Diputada Propietario,PAN,28/02/1959, Jalisco ,Representación Proporcional, Jalisco Circunscripción: Primera ,Maestría,Económico-financiera,LXII,29/08/2012,31/08/2015
margaritasaldañahernandez,Margarita Saldaña Hernández,Diputada Propietario,PAN,19/02/1964, Distrito Federal ,Representación Proporcional, Distrito Federal Circunscripción: Cuarta ,Licenciatura,Humanidades,LXII,29/08/2012,31/08/2015
marianadunyaskagarciarojas,Mariana Dunyaska García Rojas,Diputada Propietario,PAN,29/10/1974, Distrito Federal ,Representación Proporcional, Veracruz Circunscripción: Tercera ,Licenciatura,Psicología,LXII,29/08/2012,31/08/2015
maricelavelazquezsanchez,Maricela Velázquez Sánchez,Diputada Propietario,PRI,02/10/1982, Morelos ,Representación Proporcional, Morelos Circunscripción: Cuarta ,Licenciatura,Derecho,LXII,29/08/2012,31/08/2015
marinagaraycabada,Marina Garay Cabada,Diputada Propietario,PRI,06/12/1953, Veracruz ,Mayoría Relativa, Veracruz Distrito: 19 (San Andrés Tuxtla) ,Licenciatura,Administración y contaduría,LXII,29/08/2012,31/08/2015
marinomirandasalgado,Marino Miranda Salgado,Diputado Propietario,PRD,28/02/1962, Guerrero ,Mayoría Relativa, Guerrero Distrito: 2 (Iguala de la Independencia) ,Maestría,Ciencias de la educación,LXII,29/08/2012,31/08/2015
marioalbertodaviladelgado,Mario Alberto Dávila Delgado,Diputado Propietario,PAN,26/12/1959, Coahuila ,Mayoría Relativa, Coahuila Distrito: 3 (Monclova) ,Licenciatura,Ciencias de la salud,LXII,29/08/2012,31/08/2015
marioalejandrocuevasmena,Mario Alejandro Cuevas Mena,Diputado Propietario,PRD,16/05/1972, Yucatán ,Representación Proporcional, Yucatán Circunscripción: Tercera ,Licenciatura,Ciencias de la educación,LXII,29/08/2012,31/08/2015
mariomiguelcarrillohuerta,Mario Miguel Carrillo Huerta,Diputado Propietario,PRD,04/06/1947, Colima ,Mayoría Relativa, Distrito Federal Distrito: 16 (Álvaro Obregón) ,Doctorado,Económico-financiera,LXII,29/08/2012,31/08/2015
mariorafaelmendezmartinez,Mario Rafael Méndez Martínez,Diputado Propietario,PRD,31/05/1957, Oaxaca ,Mayoría Relativa, Oaxaca Distrito: 9 (Santa Lucía del Camino) ,Licenciatura,Ciencias de la educación,LXII,29/08/2012,31/08/2015
mariosanchezruiz,Mario Sánchez  Ruiz,Diputado Propietario,PAN,17/11/1961, San Luis Potosí ,Representación Proporcional, Sonora Circunscripción: Primera ,Licenciatura,Administración y contaduría,LXII,29/08/2012,31/08/2015
marthabeatrizcordovabernal,Martha Beatriz Córdova Bernal,Diputada Propietario,MC,24/02/1967, Chihuahua ,Representación Proporcional, Chihuahua Circunscripción: Primera ,Licenciatura,Ciencias de la educación,LXII,29/08/2012,31/08/2015
marthaberenicealvareztovar,Martha Berenice Álvarez Tovar,Diputada Propietario,PAN,24/12/1975, Michoacán ,Representación Proporcional, Michoacán Circunscripción: Quinta ,Licenciatura,Administración y contaduría,LXII,29/08/2012,31/08/2015
marthaedithvitalvera,Martha Edith Vital Vera,Diputada Propietario,PVEM,20/09/1963, Chiapas ,Representación Proporcional, Chiapas Circunscripción: Tercera ,Pasante/Licenciatura trunca,Derecho,LXII,29/08/2012,31/08/2015
marthaleticiasosagovea,Martha Leticia Sosa Govea,Diputada Propietario,PAN,25/11/1950, Colima ,Representación Proporcional, Colima Circunscripción: Quinta ,Maestría,Administración y contaduría,LXII,29/08/2012,31/08/2015
marthaluciamichercamarena,Martha Lucía Micher Camarena,Diputada Propietario,PRD,11/02/1954, Distrito Federal ,Mayoría Relativa, Distrito Federal Distrito: 14 (Tlalpan) ,Licenciatura,Ciencias de la educación,LXII,29/08/2012,31/08/2015
martinalonsoheredializarraga,Martín Alonso Heredia Lizárraga,Diputado Propietario,PAN,09/01/1964, Sinaloa ,Mayoría Relativa, Sinaloa Distrito: 8 (Mazatlán) ,Licenciatura,Ingeniería,LXII,29/08/2012,31/08/2015
martindejesusvasquezvillanueva,Martín de Jesús Vásquez Villanueva,Diputado Propietario,PRI,07/09/1965, ,Representación Proporcional, Oaxaca Circunscripción: Tercera ,Licenciatura,Ciencias de la salud,LXII,29/08/2012,31/08/2015
mariaangelicamagañazepeda,María Angélica Magaña Zepeda,Diputada Propietario,PRI,05/10/1975, Jalisco ,Mayoría Relativa, Jalisco Distrito: 17 (Jocotepec) ,Licenciatura,Derecho,LXII,29/08/2012,31/08/2015
mariabeatrizzavalapeniche,María Beatriz Zavala Peniche,Diputada Propietario,PAN,23/10/1957, Yucatán ,Representación Proporcional, Yucatán Circunscripción: Tercera ,Maestría,Ciencias políticas y sociales,LXII,29/08/2012,31/08/2015
mariaceliaurcielcastañeda,María Celia Urciel Castañeda,Diputada Propietario,PAN,09/10/1959, Nayarit ,Representación Proporcional, Nayarit Circunscripción: Primera ,Licenciatura,Derecho,LXII,29/08/2012,31/08/2015
mariaconcepcionramirezdiezgutierrez,María Concepción Ramírez Diez Gutiérrez,Diputada Propietario,PAN,08/12/1961, San Luis Potosí ,Representación Proporcional, San Luis Potosí Circunscripción: Segunda ,Licenciatura,Administración y contaduría,LXII,29/08/2012,31/08/2015
mariaelenacanoayala,María Elena Cano Ayala,Diputada Propietario,PRI,20/04/1955, Guanajuato ,Representación Proporcional, Guanajuato Circunscripción: Segunda ,Licenciatura,Derecho,LXII,29/08/2012,31/08/2015
mariaesthergarzamoreno,María Esther Garza Moreno,Diputada Propietario,PRI,23/07/1948, ,Mayoría Relativa, Guanajuato Distrito: 4 (Guanajuato) ,Técnico,,LXII,29/08/2012,31/08/2015
mariafernandaromerolozano,María Fernanda Romero Lozano,Diputada Propietario,Morena,15/04/1986, Tabasco ,Representación Proporcional, Tabasco Circunscripción: Tercera ,Licenciatura,Derecho,LXII,29/08/2012,31/08/2015
mariafernandaschroederverdugo,María Fernanda Schroeder Verdugo,Diputada Propietario,PRI,09/09/1958, Baja California ,Mayoría Relativa, Baja California Distrito: 2 (Mexicali) ,Licenciatura,Ciencias de la salud,LXII,29/08/2012,31/08/2015
mariaguadalupemoctezumaoviedo,María Guadalupe Moctezuma Oviedo,Diputada Propietario,PRD,08/06/1983, Veracruz ,Representación Proporcional, Veracruz Circunscripción: Tercera ,Licenciatura,Administración y contaduría,LXII,29/08/2012,31/08/2015
mariaguadalupemondragongonzalez,María Guadalupe Mondragón González,Diputada Propietario,PAN,07/11/1958, Coahuila ,Representación Proporcional, México Circunscripción: Quinta ,Licenciatura,Ciencias de la educación,LXII,29/08/2012,31/08/2015
mariaguadalupesanchezsantiago,María Guadalupe Sánchez Santiago,Diputada Propietario,PRI,07/09/1951, Tlaxcala ,Mayoría Relativa, Tlaxcala Distrito: 1 (Apizaco) ,Licenciatura,Derecho,LXII,29/08/2012,31/08/2015
mariaguadalupevelazquezdiaz,María Guadalupe Velázquez Díaz,Diputada Propietario,PRI,29/04/1985, Guanajuato ,Mayoría Relativa, Guanajuato Distrito: 7 (San Francisco del Rincón) ,Licenciatura,Arquitectura y diseño,LXII,29/08/2012,31/08/2015
mariaisabelortizmantilla,María Isabel Ortiz Mantilla,Diputada Propietario,PAN,03/09/1975, Puebla ,Mayoría Relativa, Puebla Distrito: 11 (Heroica Puebla de Zaragoza) ,Licenciatura,Ciencias de la educación,LXII,29/08/2012,31/08/2015
marialeticiamendozacuriel,María Leticia Mendoza Curiel,Diputada Propietario,PRI,10/12/1956, Jalisco ,Mayoría Relativa, Jalisco Distrito: 9 (Guadalajara) ,Licenciatura,Administración y contaduría,LXII,29/08/2012,31/08/2015
mariarebecateranguevara,María Rebeca Terán Guevara,Diputada Propietario,PRI,07/03/1960, San Luis Potosí ,Mayoría Relativa, San Luis Potosí Distrito: 7 (Tamazunchale) ,Maestría,Ciencias de la educación,LXII,29/08/2012,31/08/2015
mariasanjuanacerdafranco,María Sanjuana Cerda Franco,Diputada Propietario,Panal,22/04/1951, Nuevo León ,Representación Proporcional, Nuevo León Circunscripción: Segunda ,Licenciatura,Ciencias de la educación,LXII,29/08/2012,31/08/2015
mariateresajimenezesquivel,María Teresa Jiménez  Esquivel,Diputada Propietario,PAN,25/05/1984, México ,Mayoría Relativa, Aguascalientes Distrito: 2 (Aguascalientes) ,Maestría,Ciencias políticas y sociales,LXII,29/08/2012,31/08/2015
mariadejesushuertarea,María de Jesús Huerta Rea,Diputada Propietario,PRI,03/02/1951, Nuevo León ,Representación Proporcional, Nuevo León Circunscripción: Segunda ,Maestría,Ciencias políticas y sociales,LXII,29/08/2012,31/08/2015
mariadelourdesamayareyes,María de Lourdes Amaya Reyes,Diputada Propietario,PRD,11/02/1980, Distrito Federal ,Mayoría Relativa, Distrito Federal Distrito: 25 (Iztapalapa) ,Pasante/Licenciatura trunca,Derecho,LXII,29/08/2012,31/08/2015
mariadelapalomavillaseñorvargas,María de la Paloma Villaseñor Vargas,Diputada Propietario,PRI,23/11/1960, Distrito Federal ,Representación Proporcional, Distrito Federal Circunscripción: Cuarta ,Maestría,Ciencias políticas y sociales,LXII,29/08/2012,31/08/2015
mariadelcarmengarciadelacadenaromero,María del Carmen García de la Cadena Romero,Diputada Propietario,PRI,31/10/1968, Puebla ,Mayoría Relativa, Puebla Distrito: 15 (Tehuacán) ,Licenciatura,Administración y contaduría,LXII,29/08/2012,31/08/2015
mariadelcarmenmartinezsantillan,María del Carmen Martínez Santillán,Diputada Propietario,PT,08/07/1963, Michoacán ,Representación Proporcional, Michoacán Circunscripción: Quinta ,Maestría,Ciencias de la educación,LXII,29/08/2012,31/08/2015
mariadelcarmenordazmartinez,María del Carmen Ordaz Martínez,Diputada Propietario,PRI,06/02/1965, Yucatán ,Mayoría Relativa, Yucatán Distrito: 2 (Progreso) ,Licenciatura,Administración y contaduría,LXII,29/08/2012,31/08/2015
mariadelrociocoronanakamura,María del Rocío Corona Nakamura,Diputada Propietario,PRI,03/02/1964, Jalisco ,Representación Proporcional, Jalisco Circunscripción: Primera ,Maestría,Derecho,LXII,29/08/2012,31/08/2015
mariadelrociogarciaolmedo,María del Rocío García Olmedo,Diputada Propietario,PRI,30/04/1957, Puebla ,Mayoría Relativa, Puebla Distrito: 13 (Atlixco) ,Maestría,Derecho,LXII,29/08/2012,31/08/2015
mariadelrosariomerlingarcia,María del Rosario Merlín García,Diputada Propietario,PRD,01/11/1964, Guerrero ,Mayoría Relativa, Guerrero Distrito: 9 (Acapulco de Juárez) ,Maestría,Ciencias de la educación,LXII,29/08/2012,31/08/2015
mariadelrosariodefatimaparientegavito,María del Rosario de Fátima Pariente Gavito,Diputada Propietario,PVEM,01/12/1955, Chiapas ,Mayoría Relativa, Chiapas Distrito: 9 (Tuxtla Gutiérrez) ,Licenciatura,Administración y contaduría,LXII,29/08/2012,31/08/2015
mariadelsocorroceseñaschapa,María del Socorro Ceseñas Chapa,Diputada Propietario,PRD,02/01/1952, Nuevo León ,Representación Proporcional, Nuevo León Circunscripción: Segunda ,Profesor Normalista,Ciencias de la educación,LXII,29/08/2012,31/08/2015
mauriciosahuirivero,Mauricio Sahui Rivero,Diputado Propietario,PRI,08/02/1976, Yucatán ,Mayoría Relativa, Yucatán Distrito: 3 (Mérida) ,Maestría,Derecho,LXII,29/08/2012,31/08/2015
mayrakarinaroblesaguirre,Mayra Karina Robles Aguirre,Diputada Propietario,PRI,07/09/1972, Baja California ,Mayoría Relativa, Baja California Distrito: 8 (Tijuana) ,Preparatoria,,LXII,29/08/2012,31/08/2015
merilyngomezpozos,Merilyn Gómez Pozos,Diputada Propietario,MC,11/12/1981, Jalisco ,Representación Proporcional, Jalisco Circunscripción: Primera ,Licenciatura,Derecho,LXII,29/08/2012,31/08/2015
miguelsamanoperalta,Miguel Sámano Peralta,Diputado Propietario,PRI,23/05/1966, México ,Mayoría Relativa, México Distrito: 1 (Jilotepec de Andrés Molina Enríquez) ,Licenciatura,Derecho,LXII,29/08/2012,31/08/2015
miguelangelaguayolopez,Miguel Ángel Aguayo López,Diputado Propietario,PRI,20/08/1951, Colima ,Mayoría Relativa, Colima Distrito: 1 (Colima) ,Maestría,Ciencias de la salud,LXII,29/08/2012,31/08/2015
minervacastillorodriguez,Minerva Castillo Rodríguez,Diputada Propietario,PRI,26/10/1955, Chihuahua ,Mayoría Relativa, Chihuahua Distrito: 6 (Chihuahua) ,Licenciatura,Administración y contaduría,LXII,29/08/2012,31/08/2015
mirnaesmeraldahernandezmorales,Mirna Esmeralda Hernández Morales,Diputada Propietario,PRI,03/08/1961, ,Mayoría Relativa, Hidalgo Distrito: 6 (Pachuca de Soto) ,Licenciatura,Derecho,LXII,29/08/2012,31/08/2015
maximoothonzayas,Máximo Othón Zayas,Diputado Propietario,PAN,15/05/1971, Sonora ,Mayoría Relativa, Sonora Distrito: 7 (Navojoa) ,,,LXII,29/08/2012,31/08/2015
monicagarciadelafuente,Mónica García de la Fuente,Diputada Propietario,PVEM,10/07/1980, Distrito Federal ,Representación Proporcional, Aguascalientes Circunscripción: Segunda ,Licenciatura,Derecho,LXII,29/08/2012,31/08/2015
naborochoalopez,Nabor Ochoa López,Diputado Propietario,PVEM,12/07/1960, Guerrero ,Representación Proporcional, Colima Circunscripción: Quinta ,Licenciatura,Ciencias políticas y sociales,LXII,29/08/2012,31/08/2015
nellydelcarmenvargasperez,Nelly del Carmen Vargas Pérez,Diputada Propietario,MC,13/08/1959, Tabasco ,Representación Proporcional, Tabasco Circunscripción: Tercera ,Maestría,Administración y contaduría,LXII,29/08/2012,31/08/2015
noehernandezgonzalez,Noé Hernández González,Diputado Propietario,PRI,31/05/1965, Veracruz ,Mayoría Relativa, Veracruz Distrito: 14 (Minatitlán) ,Licenciatura,Económico-financiera,LXII,29/08/2012,31/08/2015
nestoroctaviogordillocastillo,Néstor Octavio Gordillo Castillo,Diputado Propietario,PAN,26/02/1962, Chiapas ,Mayoría Relativa, Puebla Distrito: 12 (Heroica Puebla de Zaragoza) ,,,LXII,29/08/2012,31/08/2015
oscarbautistavillegas,Oscar Bautista Villegas,Diputado Propietario,PRI,06/02/1964, Veracruz ,Mayoría Relativa, San Luis Potosí Distrito: 3 (Río Verde) ,Maestría,Administración y contaduría,LXII,29/08/2012,31/08/2015
oscareduardoramirezaguilar,Oscar Eduardo Ramírez Aguilar,Diputado Propietario,PVEM,13/10/1977, Chiapas ,Mayoría Relativa, Chiapas Distrito: 8 (Comitán de Domínguez) ,Doctorado,Ciencias políticas y sociales,LXII,29/08/2012,31/08/2015
ossielomarniaveslopez,Ossiel Omar Niaves López,Diputado Propietario,PRI,02/11/1974, Jalisco ,Mayoría Relativa, Jalisco Distrito: 15 (La Barca) ,Maestría,Ciencias políticas y sociales,LXII,29/08/2012,31/08/2015
patriciaelenaretamozavega,Patricia Elena Retamoza Vega,Diputada Propietario,PRI,31/03/1959, ,Representación Proporcional, Jalisco Circunscripción: Primera ,Licenciatura,Administración y contaduría,LXII,29/08/2012,31/08/2015
patricialugobarriga,Patricia Lugo Barriga,Diputada Propietario,PAN,08/11/1973, ,Representación Proporcional, Colima Circunscripción: Quinta ,Licenciatura,Comunicación,LXII,29/08/2012,31/08/2015
patriciofloressandoval,Patricio Flores Sandoval,Diputado Propietario,PRI,01/09/1951, ,Representación Proporcional, Jalisco Circunscripción: Primera ,Profesor Normalista,Ciencias de la educación,LXII,29/08/2012,31/08/2015
pedrogomezgomez,Pedro Gómez Gómez,Diputado Propietario,PRI,28/04/1970, Chiapas ,Mayoría Relativa, Chiapas Distrito: 2 (Bochil) ,Licenciatura,Administración y contaduría,LXII,29/08/2012,31/08/2015
pedroignaciodominguezzepeda,Pedro Ignacio Domínguez Zepeda,Diputado Propietario,PRI,09/09/1971, Chihuahua ,Mayoría Relativa, Chihuahua Distrito: 8 (Chihuahua) ,Maestría,Ciencias políticas y sociales,LXII,29/08/2012,31/08/2015
pedropablotreviñovillarreal,Pedro Pablo Treviño Villarreal,Diputado Propietario,PRI,13/06/1972, Nuevo León ,Mayoría Relativa, Nuevo León Distrito: 12 (Cadereyta Jiménez) ,Maestría,Derecho,LXII,29/08/2012,31/08/2015
pedroporrasperez,Pedro Porras Pérez,Diputado Propietario,PRD,01/08/1959, Hidalgo ,Representación Proporcional, México Circunscripción: Quinta ,Profesor Normalista,,LXII,29/08/2012,31/08/2015
petrabarrerabarrera,Petra Barrera Barrera,Diputada Propietario,PRI,29/04/1961, Guanajuato ,Mayoría Relativa, Guanajuato Distrito: 1 (San Luis de la Paz) ,Secundaria,,LXII,29/08/2012,31/08/2015
purificacioncarpinteyrocalderon,Purificación Carpinteyro Calderón,Diputada Propietario,PRD,01/05/1961, Distrito Federal ,Mayoría Relativa, Distrito Federal Distrito: 22 (Iztapalapa) ,Maestría,Derecho,LXII,29/08/2012,31/08/2015
rafaelacostacroda,Rafael Acosta Croda,Diputado Propietario,PAN,27/05/1957, Veracruz ,Mayoría Relativa, Veracruz Distrito: 12 (Veracruz) ,Maestría,Ingeniería,LXII,29/08/2012,31/08/2015
rafaelalejandromicalcomendez,Rafael Alejandro Micalco Méndez,Diputado Propietario,PAN,21/01/1970, San Luis Potosí ,Representación Proporcional, Puebla Circunscripción: Cuarta ,Licenciatura,Administración y contaduría,LXII,29/08/2012,31/08/2015
rafaelgonzalezresendiz,Rafael González Reséndiz,Diputado Propietario,PRI,26/03/1979, Jalisco ,Mayoría Relativa, Jalisco Distrito: 5 (Puerto Vallarta) ,Maestría,Otra,LXII,29/08/2012,31/08/2015
ramonantoniosampayoortiz,Ramón Antonio Sampayo Ortiz,Diputado Propietario,PAN,31/08/1957, Tamaulipas ,Representación Proporcional, Tamaulipas Circunscripción: Segunda ,Licenciatura,Administración y contaduría,LXII,29/08/2012,31/08/2015
ramonmontalvohernandez,Ramón Montalvo Hernández,Diputado Propietario,PRD,29/07/1974, México ,Representación Proporcional, México Circunscripción: Quinta ,Licenciatura,Arquitectura y diseño,LXII,29/08/2012,31/08/2015
raqueljimenezcerrillo,Raquel Jiménez  Cerrillo,Diputada Propietario,PAN,21/01/1966, Guanajuato ,Representación Proporcional, Querétaro Circunscripción: Segunda ,Maestría,Administración y contaduría,LXII,29/08/2012,31/08/2015
raudellopezlopez,Raudel López López,Diputado Propietario,PAN,17/12/1969, Aguascalientes ,Representación Proporcional, Aguascalientes Circunscripción: Segunda ,Preparatoria,,LXII,29/08/2012,31/08/2015
raymundokingdelarosa,Raymundo King de la Rosa,Diputado Propietario,PRI,18/12/1976, Quintana Roo ,Mayoría Relativa, Quintana Roo Distrito: 2 (Chetumal) ,Licenciatura,Derecho,LXII,29/08/2012,31/08/2015
