,curp,inic_edo,nom_edo,Nombre,UltimoGradoEstudios,TipoLegislacion,tipoEleccion,FechaNacimiento,estado,entidad,Reeleccion,Partido,PreparacionAcademica,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
224,joseangelperezhernandez,japh_coahuila,joseangelperezhernandez_coahuila,Jose Angel Perez Hernandez,Licenciatura,Diputado Propietario,Mayoria Relativa,1958-03-01,Coahuila,Distrito:6,NO,PT,,,,,
225,josedelcarmengomezquej,jdcgq_campeche,josedelcarmengomezquej_campeche,Jose Del Carmen Gomez Quej,Maestría,Diputado Propietario,Representacion proporcional,1957-12-18,Campeche,Circunscripcion:3,NO,PAN,Económico-financiera,,,,
226,joseeliaslixaabimerhi,jela_yucatan,joseeliaslixaabimerhi_yucatan,Jose Elias Lixa Abimerhi,Maestría,Diputado Propietario,Mayoria Relativa,1987-02-28,Yucatan,Distrito:4,SI,PAN,Otra,,,,
227,joseguadalupeaguilerarojas,jgar_michoacan,joseguadalupeaguilerarojas_michoacan,Jose Guadalupe Aguilera Rojas,Profesor Normalista,Diputado Propietario,Mayoria Relativa,1971-12-12,Michoacan,Distrito:11,SI,PRD,,,,,
228,joseguadalupeambrociogachuz,jgag_morelos,joseguadalupeambrociogachuz_morelos,Jose Guadalupe Ambrocio Gachuz,Licenciatura,Diputado Propietario,Mayoria Relativa,1960-12-12,Morelos,Distrito:5,SI,MORENA,Ciencias políticas y sociales,,,,
229,joseguillermoarechigasantamaria,jgas_puebla,joseguillermoarechigasantamaria_puebla,Jose Guillermo Arechiga Santamaria,Maestría,Diputado Propietario,Mayoria Relativa,1958-09-02,Puebla,Distrito:9,NO,MORENA,Ciencias de la educación,,,,
230,joseisabeltrejoreyes,jitr_zacatecas,joseisabeltrejoreyes_zacatecas,Jose Isabel Trejo Reyes,Licenciatura,Diputado Propietario,Representacion proporcional,1959-04-09,Zacatecas,Circunscripcion:2,SI,PAN,Administración y contaduría,,,,
231,josejaimemontessalas,jjms_sinaloa,josejaimemontessalas_sinaloa,Jose Jaime Montes Salas,Licenciatura,Diputado Propietario,Mayoria Relativa,1954-02-20,Sinaloa,Distrito:2,NO,MORENA,,,,,
232,joseluiselorzaflores,jlef_chiapas,joseluiselorzaflores_chiapas,Jose Luis Elorza Flores,Licenciatura,Diputado Propietario,Mayoria Relativa,1973-04-28,Chiapas,Distrito:12,SI,MORENA,Ingeniería,,,,
233,joseluisgarciaduque,jlgd_nuevo leon,joseluisgarciaduque_nuevo leon,Jose Luis Garcia Duque,Licenciatura,Diputado Propietario,Mayoria Relativa,1967-11-08,Nuevo Leon,Distrito:3,SI,PT,Administración y contaduría,,,,
234,joseluismontalvoluna,jlml_mexico,joseluismontalvoluna_mexico,Jose Luis Montalvo Luna,Doctorado,Diputado Propietario,Mayoria Relativa,1960-04-29,Mexico,Distrito:39,SI,PT,Ciencias de la educación,,,,
235,josemartinlopezcisneros,jmlc_nuevo leon,josemartinlopezcisneros_nuevo leon,Jose Martin Lopez Cisneros,Maestría,Diputado Propietario,Mayoria Relativa,1972-11-11,Nuevo Leon,Distrito:10,SI,PAN,,,,,
236,joseramoncamberoperez,jrcp_nayarit,joseramoncamberoperez_nayarit,Jose Ramon Cambero Perez,Licenciatura,Diputado Propietario,Representacion proporcional,1971-06-27,Nayarit,Circunscripcion:1,NO,PAN,Administración y contaduría,,,,
237,josericardodelsolestrada,jrde_san luis potosi,josericardodelsolestrada_san luis potosi,Jose Ricardo Delsol Estrada,Secundaria,Diputado Propietario,Mayoria Relativa,1964-03-29,San Luis Potosi,Distrito:4,SI,MORENA,,,,,
238,josericardogallardocardona,jrgc_san luis potosi,josericardogallardocardona_san luis potosi,Jose Ricardo Gallardo Cardona,Licenciatura,Diputado Propietario,Mayoria Relativa,1980-11-18,San Luis Potosi,Distrito:2,NO,PVEM,Derecho,,,,
239,joserigobertomaresaguilar,jrma_baja california sur,joserigobertomaresaguilar_baja california sur,Jose Rigoberto Mares Aguilar,Licenciatura,Diputado Propietario,Representacion proporcional,1981-02-17,Baja California Sur,Circunscripcion:1,SI,PAN,Comunicación,,,,
240,josesalvadorrosasquintanilla,jsrq_tamaulipas,josesalvadorrosasquintanilla_tamaulipas,Jose Salvador Rosas Quintanilla,Licenciatura,Diputado Propietario,Mayoria Relativa,1961-01-22,Tamaulipas,Distrito:1,SI,PAN,Económico-financiera,,,,
241,josedelaluzsosasalinas,jdllss_tlaxcala,josedelaluzsosasalinas_tlaxcala,Jose de la Luz Sosa Salinas,Técnico,Diputado Propietario,Mayoria Relativa,1966-05-25,Tlaxcala,Distrito:1,NO,PT,Otra,,,,
242,josefinasalazarbaez,jsb_san luis potosi,josefinasalazarbaez_san luis potosi,Josefina Salazar Baez,Licenciatura,Diputada Propietario,Mayoria Relativa,1974-01-29,San Luis Potosi,Distrito:5,SI,PAN,Administración y contaduría,,,,
243,juanangelbautistabravo,jabb_mexico,juanangelbautistabravo_mexico,Juan Angel Bautista Bravo,Maestría,Diputado Propietario,Mayoria Relativa,1981-07-25,Mexico,Distrito:31,SI,MORENA,Derecho,,,,
244,juancarlosloeradelarosa,jcldlr_chihuahua,juancarlosloeradelarosa_chihuahua,Juan Carlos Loera De La Rosa,Maestría,Diputado Propietario,Representacion proporcional,1969-04-27,Chihuahua,Circunscripcion:1,NO,MORENA,,,,,
245,juancarlosmunozmarquez,jcmm_guanajuato,juancarlosmunozmarquez_guanajuato,Juan Carlos Munoz Marquez,No disponible,Diputado Propietario,Representacion proporcional,1969-11-30,Guanajuato,Circunscripcion:2,NO,PAN,,,,,
246,juancarlosromerohicks,jcrh_guanajuato,juancarlosromerohicks_guanajuato,Juan Carlos Romero Hicks,Maestría,Diputado Propietario,Mayoria Relativa,1955-12-10,Guanajuato,Distrito:4,SI,PAN,Ciencias políticas y sociales,,,,
247,juancarlosvillarrealsalazar,jcvs_jalisco,juancarlosvillarrealsalazar_jalisco,Juan Carlos Villarreal Salazar,Maestría,Diputado Propietario,Mayoria Relativa,1974-08-11,Jalisco,Distrito:7,NO,SinPartido,,,,,
248,juanenriquefarreraesponda,jefe_chiapas,juanenriquefarreraesponda_chiapas,Juan Enrique Farrera Esponda,Pasante/Licenciatura trunca,Diputado Propietario,Mayoria Relativa,1967-03-21,Chiapas,Distrito:10,SI,MORENA,Ciencias de la salud,,,,
249,juanfranciscoespinozaeguia,jfee_nuevo leon,juanfranciscoespinozaeguia_nuevo leon,Juan Francisco Espinoza Eguia,Licenciatura,Diputado Propietario,Mayoria Relativa,1971-11-10,Nuevo Leon,Distrito:9,SI,PRI,Administración y contaduría,,,,
250,juanfranciscoramirezsalcido,jfrs_jalisco,juanfranciscoramirezsalcido_jalisco,Juan Francisco Ramirez Salcido,Licenciatura,Diputado Propietario,Mayoria Relativa,1969-03-25,Jalisco,Distrito:14,SI,MC,,,,,
251,juanisraelramosruiz,jirr_guanajuato,juanisraelramosruiz_guanajuato,Juan Israel Ramos Ruiz,Secundaria,Diputado Propietario,Representacion proporcional,1973-04-29,Guanajuato,Circunscripcion:2,SI,MORENA,,,,,
252,juanjosecanulperez,jjcp_yucatan,juanjosecanulperez_yucatan,Juan Jose Canul Perez,No disponible,Diputado Propietario,Mayoria Relativa,1972-01-08,Yucatan,Distrito:5,SI,PRI,,,,,
253,juanmartinespinozacardenas,jmec_jalisco,juanmartinespinozacardenas_jalisco,Juan Martin Espinoza Cardenas,Licenciatura,Diputado Propietario,Mayoria Relativa,1972-07-11,Jalisco,Distrito:17,SI,MC,Administración y contaduría,,,,
254,juanmartinezflores,jmf_veracruz,juanmartinezflores_veracruz,Juan Martinez Flores,Licenciatura,Diputado Propietario,Mayoria Relativa,1956-04-03,Veracruz,Distrito:16,SI,MORENA,Ciencias de la salud,,,,
255,juanortizguarneros,jog_veracruz,juanortizguarneros_veracruz,Juan Ortiz Guarneros,Licenciatura,Diputado Propietario,Representacion proporcional,1953-09-25,Veracruz,Circunscripcion:3,SI,PRI,Ingeniería,,,,
256,juanpablosanchezrodriguez,jpsr_mexico,juanpablosanchezrodriguez_mexico,Juan Pablo Sanchez Rodriguez,Doctorado,Diputado Propietario,Mayoria Relativa,1979-04-29,Mexico,Distrito:20,SI,MORENA,Ciencias de la educación,,,,
257,juanacarrilloluna,jcl_mexico,juanacarrilloluna_mexico,Juana Carrillo Luna,Licenciatura,Diputada Propietario,Representacion proporcional,1963-06-24,Mexico,Circunscripcion:5,SI,MORENA,Ingeniería,,,,
258,juanitaguerramena,jgm_morelos,juanitaguerramena_morelos,Juanita Guerra Mena,Maestría,Diputada Propietario,Mayoria Relativa,1983-03-19,Morelos,Distrito:3,SI,MORENA,Otra,,,,
259,julietagarciazepeda,jgz_michoacan,julietagarciazepeda_michoacan,Julieta Garcia Zepeda,Secundaria,Diputada Propietario,Representacion proporcional,1965-03-20,Michoacan,Circunscripcion:5,SI,MORENA,,,,,
260,julietakristalvencesvalencia,jkvv_puebla,julietakristalvencesvalencia_puebla,Julieta Kristal Vences Valencia,Maestría,Diputada Propietario,Mayoria Relativa,1986-10-24,Puebla,Distrito:8,SI,MORENA,Derecho,,,,
261,carmenjulietamaciasrabago,jmr_ciudad de mexico,julietamaciasrabago_ciudad de mexico,Carmen Julieta Macias Rabago,Licenciatura,Diputada Propietario,Representacion proporcional,1971-10-05,Ciudad de Mexico,Circunscripcion:4,NO,MC,Comunicación,,,,
262,juliocarranzaareas,jca_veracruz,juliocarranzaareas_veracruz,Julio Carranza Areas,Pasante/Licenciatura trunca,Diputado Propietario,Representacion proporcional,1965-03-14,Veracruz,Circunscripcion:3,SI,MORENA,Ingeniería,,,,
263,juliocesarangelesmendoza,jcam_hidalgo,juliocesarangelesmendoza_hidalgo,Julio Cesar Angeles Mendoza,Licenciatura,Diputado Propietario,Mayoria Relativa,1971-10-24,Hidalgo,Distrito:5,SI,MORENA,Ingeniería,,,,
264,justinoeugenioarriagarojas,jear_guanajuato,justinoeugenioarriagarojas_guanajuato,Justino Eugenio Arriaga Rojas,Maestría,Diputado Propietario,Mayoria Relativa,1979-09-20,Guanajuato,Distrito:8,SI,PAN,Derecho,,,,
265,karenmichelgonzalezmarquez,kmgm_guanajuato,karenmichelgonzalezmarquez_guanajuato,Karen Michel Gonzalez Marquez,Licenciatura,Diputada Propietario,Mayoria Relativa,1988-01-21,Guanajuato,Distrito:7,SI,PAN,Económico-financiera,,,,
266,karlayuritzialmazanburgos,kyab_mexico,karlayuritzialmazanburgos_mexico,Karla Yuritzi Almazan Burgos,Licenciatura,Diputada Propietario,Mayoria Relativa,1974-08-27,Mexico,Distrito:38,SI,MORENA,Ciencias políticas y sociales,,,,
267,katiaalejandracastillolozano,kacl_jalisco,katiaalejandracastillolozano_jalisco,Katia Alejandra Castillo Lozano,Técnico,Diputada Propietario,Representacion proporcional,1982-10-20,Jalisco,Circunscripcion:1,SI,MORENA,Otra,,,,
268,kehilaabigailkuescalante,kake_jalisco,kehilaabigailkuescalante_jalisco,Kehila Abigail Ku Escalante,Maestría,Diputada Propietario,Mayoria Relativa,1985-09-02,Jalisco,Distrito:11,SI,MC,,,,,
269,lauraangelicarojashernandez,larh_mexico,lauraangelicarojashernandez_mexico,Laura Angelica Rojas Hernandez,Maestría,Diputada Propietario,Representacion proporcional,1975-12-26,Mexico,Circunscripcion:5,SI,PAN,Ciencias políticas y sociales,,,,
270,laurabarrerafortoul,lbf_mexico,laurabarrerafortoul_mexico,Laura Barrera Fortoul,Maestría,Diputada Propietario,Representacion proporcional,1976-05-10,Mexico,Circunscripcion:5,SI,PRI,Ciencias políticas y sociales,,,,
271,lauraerikadejesusgarzagutierrez,ledjgg_nuevo leon,lauraerikadejesusgarzagutierrez_nuevo leon,Laura Erika de Jesus Garza Gutierrez,Maestría,Diputada Propietario,Mayoria Relativa,1977-08-19,Nuevo Leon,Distrito:7,NO,PES,,,,,
272,lauraimeldaperezsegura,lips_jalisco,lauraimeldaperezsegura_jalisco,Laura Imelda Perez Segura,Licenciatura,Diputada Propietario,Mayoria Relativa,1980-05-30,Jalisco,Distrito:16,SI,MORENA,,,,,
273,lauramartinezgonzalez,lmg_ciudad de mexico,lauramartinezgonzalez_ciudad de mexico,Laura Martinez Gonzalez,Preparatoria,Diputada Propietario,Representacion proporcional,1970-01-15,Ciudad de Mexico,Circunscripcion:4,SI,MORENA,,,,,
274,laurapatriciaavalosmagaña,lpam_tabasco,laurapatriciaavalosmagana_tabasco,Laura Patricia Avalos Magaña,Licenciatura,Diputada Propietario,Mayoria Relativa,1974-05-21,Tabasco,Distrito:5,NO,MORENA,Derecho,,,,
275,leninnelsoncamposcordova,lncc_san luis potosi,leninnelsoncamposcordova_san luis potosi,Lenin Nelson Campos Cordova,Licenciatura,Diputado Propietario,Representacion proporcional,1961-08-08,San Luis Potosi,Circunscripcion:2,SI,PRI,Derecho,,,,
276,leticiaarlettaguilarmolina,laam_chiapas,leticiaarlettaguilarmolina_chiapas,Leticia Arlett Aguilar Molina,Pasante/Licenciatura trunca,Diputada Propietario,Mayoria Relativa,1958-03-01,Chiapas,Distrito:9,SI,MORENA,Comunicación,,,,
277,leticiadiazaguilar,lda_ciudad de mexico,leticiadiazaguilar_ciudad de mexico,Leticia Diaz Aguilar,Pasante/Licenciatura trunca,Diputada Propietario,Representacion proporcional,1964-03-20,Ciudad de Mexico,Circunscripcion:4,SI,MORENA,Derecho,,,,
278,leticiamarianagomezordaz,lmgo_mexico,leticiamarianagomezordaz_mexico,Leticia Mariana Gomez Ordaz,Maestría,Diputada Propietario,Representacion proporcional,1983-03-06,Mexico,Circunscripcion:5,SI,PVEM,Otra,,,,
279,lidiagarciaanaya,lga_hidalgo,lidiagarciaanaya_hidalgo,Lidia Garcia Anaya,Maestría,Diputada Propietario,Mayoria Relativa,1957-10-31,Hidalgo,Distrito:6,SI,MORENA,Derecho,,,,
280,lidianallelyvargashernandez,lnvh_san luis potosi,lidianallelyvargashernandez_san luis potosi,Lidia Nallely Vargas Hernandez,Técnico,Diputada Propietario,Representacion proporcional,1992-08-03,San Luis Potosi,Circunscripcion:2,SI,MORENA,,,,,
281,liliavillafuertezavala,lvz_guanajuato,liliavillafuertezavala_guanajuato,Lilia Villafuerte Zavala,Maestría,Diputada Propietario,Mayoria Relativa,1963-04-19,Guanajuato,Distrito:10,SI,PVEM,Derecho,,,,
282,lizbethmatalozano,lml_baja california,lizbethmatalozano_baja california,Lizbeth Mata Lozano,Maestría,Diputada Propietario,Representacion proporcional,1984-01-10,Baja California,Circunscripcion:1,SI,PAN,Derecho,,,,
283,lizethamayraniguerramendez,lagm_veracruz,lizethamayraniguerramendez_veracruz,Lizeth Amayrani Guerra Mendez,Pasante/Licenciatura trunca,Diputada Propietario,Representacion proporcional,1994-01-18,Veracruz,Circunscripcion:3,SI,MORENA,Administración y contaduría,,,,
284,lizethsanchezgarcia,lsg_puebla,lizethsanchezgarcia_puebla,Lizeth Sanchez Garcia,Licenciatura,Diputada Propietario,Mayoria Relativa,1976-11-03,Puebla,Distrito:5,NO,PT,,,,,
285,lorenacuellarcisneros,lcc_tlaxcala,lorenacuellarcisneros_tlaxcala,Lorena Cuellar Cisneros,Licenciatura,Diputada Propietario,Mayoria Relativa,1962-02-20,Tlaxcala,Distrito:3,NO,MORENA,,,,,
286,lorenadelsocorrojimenezandrade,ldsja_jalisco,lorenadelsocorrojimenezandrade_jalisco,Lorena del Socorro Jimenez Andrade,Maestría,Diputada Propietario,Mayoria Relativa,1959-10-21,Jalisco,Distrito:5,SI,MORENA,Ciencias de la educación,,,,
287,loreniaivethvallessampedro,livs_sonora,loreniaivethvallessampedro_sonora,Lorenia Iveth Valles Sampedro,Maestría,Diputada Propietario,Mayoria Relativa,1976-12-18,Sonora,Distrito:3,SI,MORENA,Ciencias políticas y sociales,,,,
288,lourdesceleniacontrerasgonzalez,lccg_jalisco,lourdesceleniacontrerasgonzalez_jalisco,Lourdes Celenia Contreras Gonzalez,Licenciatura,Diputada Propietario,Mayoria Relativa,1984-12-29,Jalisco,Distrito:13,SI,MC,,,,,
289,lourdeserikasanchezmartinez,lesm_sinaloa,lourdeserikasanchezmartinez_sinaloa,Lourdes Erika Sanchez Martinez,Maestría,Diputada Propietario,Representacion proporcional,1980-09-29,Sinaloa,Circunscripcion:1,SI,PRI,,,,,
290,luciafloresolivo,lfo_ciudad de mexico,luciafloresolivo_ciudad de mexico,Lucia Flores Olivo,Pasante/Licenciatura trunca,Diputada Propietario,Representacion proporcional,1965-04-09,Ciudad de Mexico,Circunscripcion:4,SI,MORENA,Administración y contaduría,,,,
291,lucindasandovalsoberanes,lss_sinaloa,lucindasandovalsoberanes_sinaloa,Lucinda Sandoval Soberanes,Secundaria,Diputada Propietario,Representacion proporcional,1980-02-18,Sinaloa,Circunscripcion:1,SI,MORENA,,,,,
292,luciodejesusjimenez,ldjj_ciudad de mexico,luciodejesusjimenez_ciudad de mexico,Lucio De Jesus Jimenez,Secundaria,Diputado Propietario,Representacion proporcional,1970-12-15,Ciudad de Mexico,Circunscripcion:4,SI,MORENA,,,,,
293,lucioernestopalacioscordero,lepc_ciudad de mexico,lucioernestopalacioscordero_ciudad de mexico,Lucio Ernesto Palacios Cordero,Maestría,Diputado Propietario,Representacion proporcional,1977-07-07,Ciudad de Mexico,Circunscripcion:4,SI,MORENA,Ciencias políticas y sociales,,,,
294,luisalbertomendozaacevedo,lama_ciudad de mexico,luisalbertomendozaacevedo_ciudad de mexico,Luis Alberto Mendoza Acevedo,Pasante/Licenciatura trunca,Diputado Propietario,Mayoria Relativa,1980-01-12,Ciudad de Mexico,Distrito:15,SI,PAN,Ciencias políticas y sociales,,,,
295,luiseleusisleonidascordovamoran,lelcm_puebla,luiseleusisleonidascordovamoran_puebla,Luis Eleusis Leonidas Cordova Moran,Maestría,Diputado Propietario,Representacion proporcional,1949-09-26,Puebla,Circunscripcion:4,SI,PRI,Ciencias de la educación,,,,
296,luisenriquemartinezventura,lemv_mexico,luisenriquemartinezventura_mexico,Luis Enrique Martinez Ventura,Licenciatura,Diputado Propietario,Mayoria Relativa,1963-08-19,Mexico,Distrito:32,SI,PT,Arquitectura y diseño,,,,
297,luisenriquemirandanava,lemn_mexico,luisenriquemirandanava_mexico,Luis Enrique Miranda Nava,Licenciatura,Diputado Propietario,Representacion proporcional,1965-02-04,Mexico,Circunscripcion:5,SI,PRI,Derecho,,,,
298,luisfernandosalazarfernandez,lfsf_coahuila,luisfernandosalazarfernandez_coahuila,Luis Fernando Salazar Fernandez,Maestría,Diputado Propietario,Mayoria Relativa,1977-11-18,Coahuila,Distrito:5,NO,MORENA,,,,,
299,luisjavieralegresalazar,ljas_quintana roo,luisjavieralegresalazar_quintana roo,Luis Javier Alegre Salazar,Licenciatura,Diputado Propietario,Representacion proporcional,1964-02-04,Quintana Roo,Circunscripcion:3,SI,MORENA,Ingeniería,,,,
300,luzestefaniarosasmartinez,lerm_ciudad de mexico,luzestefaniarosasmartinez_ciudad de mexico,Luz Estefania Rosas Martinez,Pasante/Licenciatura trunca,Diputada Propietario,Representacion proporcional,1995-08-22,Ciudad de Mexico,Circunscripcion:4,SI,MORENA,Comunicación,,,,
301,lyndianaelizabethbugarincortes,lebc_zacatecas,lyndianaelizabethbugarincortes_zacatecas,Lyndiana Elizabeth Bugarin Cortes,Licenciatura,Diputada Propietario,Mayoria Relativa,1988-12-13,Zacatecas,Distrito:2,SI,PVEM,Económico-financiera,,,,
302,ma.eugenialeticiaespinosarivas,meler_guanajuato,ma.eugenialeticiaespinosarivas_guanajuato,Ma. Eugenia Leticia Espinosa Rivas,Maestría,Diputada Propietario,Mayoria Relativa,1961-11-28,Guanajuato,Distrito:14,SI,PAN,Otra,,,,
303,ma.guadalupealmaguerpardo,mgap_san luis potosi,ma.guadalupealmaguerpardo_san luis potosi,Ma. Guadalupe Almaguer Pardo,No disponible,Diputada Propietario,Mayoria Relativa,1961-08-26,San Luis Potosi,Distrito:6,SI,PRD,,,,,
304,ma.sararochamedina,msrm_san luis potosi,ma.sararochamedina_san luis potosi,Ma. Sara Rocha Medina,Maestría,Diputada Propietario,Mayoria Relativa,1967-10-09,San Luis Potosi,Distrito:1,SI,PRI,Derecho,,,,
305,ma.dejesusgarciaguardado,mdjgg_zacatecas,ma.dejesusgarciaguardado_zacatecas,Ma. de Jesus Garcia Guardado,Licenciatura,Diputada Propietario,Representacion proporcional,1959-04-03,Zacatecas,Circunscripcion:2,SI,MORENA,Ciencias de la educación,,,,
306,ma.delosangelesayaladiaz,mdlaad_guanajuato,ma.delosangelesayaladiaz_guanajuato,Ma. de los Angeles Ayala Diaz,Maestría,Diputada Propietario,Mayoria Relativa,1963-08-02,Guanajuato,Distrito:3,SI,PAN,Administración y contaduría,,,,
307,ma.delcarmencabreralagunas,mdccl_guerrero,ma.delcarmencabreralagunas_guerrero,Ma. del Carmen Cabrera Lagunas,Licenciatura,Diputada Propietario,Mayoria Relativa,1971-12-30,Guerrero,Distrito:3,SI,PES,,,,,
308,ma.delpilarortegamartinez,mdpom_guanajuato,ma.delpilarortegamartinez_guanajuato,Ma. del Pilar Ortega Martinez,Maestría,Diputada Propietario,Mayoria Relativa,1968-06-29,Guanajuato,Distrito:6,NO,PAN,Ciencias políticas y sociales,,,,
309,madeleinebonnafouxalcaraz,mba_sonora,madeleinebonnafouxalcaraz_sonora,Madeleine Bonnafoux Alcaraz,Licenciatura,Diputada Propietario,Representacion proporcional,1979-01-31,Sonora,Circunscripcion:1,SI,PAN,Derecho,,,,
310,maiellamarthagabrielagomezmaldonado,mmggm_puebla,maiellamarthagabrielagomezmaldonado_puebla,Maiella Martha Gabriela Gomez Maldonado,Licenciatura,Diputada Propietario,Mayoria Relativa,1974-09-26,Puebla,Distrito:2,SI,MC,Ciencias de la salud,,,,
311,manuelgomezventura,mgv_veracruz,manuelgomezventura_veracruz,Manuel Gomez Ventura,Licenciatura,Diputado Propietario,Representacion proporcional,1966-11-10,Veracruz,Circunscripcion:3,SI,MORENA,Administración y contaduría,,,,
312,manuelhuertamartinez,mhm_guerrero,manuelhuertamartinez_guerrero,Manuel Huerta Martinez,Licenciatura,Diputado Propietario,Representacion proporcional,1963-12-02,Guerrero,Circunscripcion:4,SI,PT,Ciencias de la salud,,,,
313,manuellimonhernandez,mlh_veracruz,manuellimonhernandez_veracruz,Manuel Limon Hernandez,Preparatoria,Diputado Propietario,Representacion proporcional,1946-01-10,Veracruz,Circunscripcion:3,NO,PRI,,,,,
314,manuellopezcastillo,mlc_sonora,manuellopezcastillo_sonora,Manuel Lopez Castillo,Licenciatura,Diputado Propietario,Representacion proporcional,1948-02-12,Sonora,Circunscripcion:1,SI,MORENA,Derecho,,,,
315,manuelrodriguezgonzalez,mrg_tabasco,manuelrodriguezgonzalez_tabasco,Manuel Rodriguez Gonzalez,Maestría,Diputado Propietario,Mayoria Relativa,1966-10-26,Tabasco,Distrito:4,SI,MORENA,Derecho,,,,
316,manueldejesusbaldenebroarredondo,mdjba_sonora,manueldejesusbaldenebroarredondo_sonora,Manuel de Jesus Baldenebro Arredondo,Licenciatura,Diputado Propietario,Mayoria Relativa,1962-05-13,Sonora,Distrito:1,SI,PES,,,,,
317,manueladelcarmenobradornarvaez,mdcon_chiapas,manueladelcarmenobradornarvaez_chiapas,Manuela del Carmen Obrador Narvaez,Licenciatura,Diputada Propietario,Mayoria Relativa,1971-06-12,Chiapas,Distrito:1,SI,MORENA,Económico-financiera,,,,
318,marcelaguillerminavelascogonzalez,mgvg_mexico,marcelaguillerminavelascogonzalez_mexico,Marcela Guillermina Velasco Gonzalez,Maestría,Diputada Propietario,Representacion proporcional,1952-06-25,Mexico,Circunscripcion:5,SI,PRI,Administración y contaduría,,,,
319,marcelinoriverahernandez,mrh_san luis potosi,marcelinoriverahernandez_san luis potosi,Marcelino Rivera Hernandez,Licenciatura,Diputado Propietario,Mayoria Relativa,1984-04-26,San Luis Potosi,Distrito:7,SI,PAN,Derecho,,,,
320,marcoantonioadamecastillo,maac_morelos,marcoantonioadamecastillo_morelos,Marco Antonio Adame Castillo,Maestría,Diputado Propietario,Representacion proporcional,1960-12-06,Morelos,Circunscripcion:4,NO,PAN,Administración y contaduría,,,,
321,marcoantonioandradezavala,maaz_chiapas,marcoantonioandradezavala_chiapas,Marco Antonio Andrade Zavala,Maestría,Diputado Propietario,Representacion proporcional,1972-11-17,Chiapas,Circunscripcion:3,SI,MORENA,Derecho,,,,
322,marcoantoniocarbajalmiranda,macm_sonora,marcoantoniocarbajalmiranda_sonora,Marco Antonio Carbajal Miranda,Preparatoria,Diputado Propietario,Representacion proporcional,1959-09-26,Sonora,Circunscripcion:1,SI,MORENA,,,,,
323,marcoantoniogomezalcantar,maga_sinaloa,marcoantoniogomezalcantar_sinaloa,Marco Antonio Gomez Alcantar,Licenciatura,Diputado Propietario,Representacion proporcional,1972-04-18,Sinaloa,Circunscripcion:1,SI,PVEM,Derecho,,,,
324,marcoantoniogonzalezreyes,magr_mexico,marcoantoniogonzalezreyes_mexico,Marco Antonio Gonzalez Reyes,Licenciatura,Diputado Propietario,Representacion proporcional,1980-11-07,Mexico,Circunscripcion:5,SI,MORENA,Psicología,,,,
325,marcoantoniomedinaperez,mamp_veracruz,marcoantoniomedinaperez_veracruz,Marco Antonio Medina Perez,Pasante/Licenciatura trunca,Diputado Propietario,Representacion proporcional,1958-12-17,Veracruz,Circunscripcion:3,SI,MORENA,Económico-financiera,,,,
326,marcoantonioreyescolin,marc_mexico,marcoantonioreyescolin_mexico,Marco Antonio Reyes Colin,Licenciatura,Diputado Propietario,Mayoria Relativa,1981-05-18,Mexico,Distrito:40,SI,MORENA,Derecho,,,,
327,marcosaguilarvega,mav_queretaro,marcosaguilarvega_queretaro,Marcos Aguilar Vega,Maestría,Diputado Propietario,Representacion proporcional,1972-07-05,Queretaro,Circunscripcion:2,SI,PAN,Derecho,,,,
328,margaritafloressanchez,mfs_nayarit,margaritafloressanchez_nayarit,Margarita Flores Sanchez,Preparatoria,Diputada Propietario,Representacion proporcional,1961-12-10,Nayarit,Circunscripcion:1,SI,PRI,,,,,
329,margaritagarciagarcia,mgg_oaxaca,margaritagarciagarcia_oaxaca,Margarita Garcia Garcia,Licenciatura,Diputada Propietario,Mayoria Relativa,1966-01-26,Oaxaca,Distrito:3,SI,PT,Derecho,,,,
330,mariaalemanmuñozcastillo,mamc_queretaro,mariaalemanmunozcastillo_queretaro,Maria Aleman Muñoz Castillo,Maestría,Diputada Propietario,Representacion proporcional,1990-04-14,Queretaro,Circunscripcion:2,SI,PRI,Ciencias políticas y sociales,,,,
331,mariabeatrizlopezchavez,mblc_ciudad de mexico,mariabeatrizlopezchavez_ciudad de mexico,Maria Beatriz Lopez Chavez,Licenciatura,Diputada Propietario,Representacion proporcional,1973-08-18,Ciudad de Mexico,Circunscripcion:4,SI,MORENA,Ciencias políticas y sociales,,,,
332,mariaberthaespinozasegura,mbes_veracruz,mariaberthaespinozasegura_veracruz,Maria Bertha Espinoza Segura,Pasante/Licenciatura trunca,Diputada Propietario,Mayoria Relativa,1957-11-15,Veracruz,Distrito:3,SI,MORENA,Administración y contaduría,,,,
333,mariachavezperez,mcp_michoacan,mariachavezperez_michoacan,Maria Chavez Perez,Maestría,Diputada Propietario,Representacion proporcional,1963-08-15,Michoacan,Circunscripcion:5,SI,MORENA,Administración y contaduría,,,,
334,mariadelrosarioguzmanaviles,mdrga_veracruz,mariadelrosarioguzmanaviles_veracruz,Maria Del Rosario Guzman Aviles,Licenciatura,Diputada Propietario,Representacion proporcional,1963-11-20,Veracruz,Circunscripcion:3,NO,PAN,Ingeniería,,,,
