CURP,Nombre,TipoLegislacion,Partido,FechaNacimiento,LugarNacimiento,PrincipioEleccion,Zona,UltimoGradoEstudios,PreparacionAcademica,Legislatura,InicioLegislatura,FinLegislatura
VTAA,Amilcar Augusto Villafuerte Trujillo,Diputado Propietario,PVEM,31/01/1964, Chiapas ,Mayoría Relativa, Chiapas Distrito: 3 (Ocosingo) ,Profesor Normalista,Ciencias de la educación,LXII,29/08/2012,31/08/2015
GEAG,Ana Gabriela Guevara Espinoza,Senadora Propietario,PT,04/03/1977, Sonora ,Representación Proporcional, N/A ,Preparatoria,,LXII,29/08/2012,31/08/2015
ACAI,Ana Isabel Allende Cano,Diputada Propietario,PRI,29/06/1983, Puebla ,Mayoría Relativa, Puebla Distrito: 8 (Ciudad Serdán) ,Maestría,Ciencias políticas y sociales,LXII,29/08/2012,31/08/2015
GCAL,Ana Lilia Garza Cadena,Diputada Propietario,PVEM,09/04/1970, Nuevo León ,Representación Proporcional, Baja California Circunscripción: Primera ,Licenciatura,Derecho,LXII,29/08/2012,31/08/2015
HAAL,Ana Lilia Herrera Anzaldo,Senadora Propietario,PRI,29/08/1971, Distrito Federal ,Mayoría Relativa, México ,Maestría,Derecho,LXII,29/08/2012,31/08/2015
AIA,Anabel Acosta Islas,Senadora Suplente,PRI,09/08/1980, Sonora ,Mayoría Relativa, Sonora ,Maestría,Administración y contaduría,LXII,29/08/2012,31/08/2015
DlRAA,Andres De la Rosa Anaya,Diputado Propietario,PAN,08/05/1971, Baja California ,Representación Proporcional, Baja California Circunscripción: Primera ,Licenciatura,Derecho,LXII,29/08/2012,31/08/2015
MRAE,Andres Eloy Martinez Rojas,Diputado Propietario,Morena,23/06/1963, Morelos ,Mayoría Relativa, Morelos Distrito: 4 (Jojutla) ,,,LXII,29/08/2012,31/08/2015
BGAMA,Andres Marco Antonio Bernal Gutierrez,Diputado Propietario,PRI,30/11/1953, Tamaulipas ,Representación Proporcional, Tamaulipas Circunscripción: Segunda ,Maestría,Ciencias políticas y sociales,LXII,29/08/2012,31/08/2015
DlPGA,Angelica De la Peña Gomez,Senadora Propietario,PRD,30/05/1954, Jalisco ,Representación Proporcional, N/A ,Licenciatura,Humanidades,LXII,29/08/2012,31/08/2015
MVAR,Angelica Rocio Melchor Vasquez,Diputada Propietario,PRD,12/04/1980, Oaxaca ,Representación Proporcional, Oaxaca Circunscripción: Tercera ,Licenciatura,Derecho,LXII,29/08/2012,31/08/2015
ALAdR,Angelica del Rosario Araujo Lara,Senadora Propietario,PRI,21/06/1964, Yucatán ,Primera Minoría, Yucatán ,Maestría,Ciencias políticas y sociales,LXII,29/08/2012,31/08/2015
ERA,Antolin Etienne Rivera,Diputado Suplente,PRI,01/01/1900, San Luis Potosí ,Mayoría Relativa, San Luis Potosí Distrito: 4 (Ciudad Valles) ,Licenciatura,Administración y contaduría,LXII,29/08/2012,31/08/2015
CSA,Antonio Cuellar Steffan,Diputado Propietario,PVEM,10/05/1968, Distrito Federal ,Representación Proporcional, Aguascalientes Circunscripción: Segunda ,Maestría,Derecho,LXII,29/08/2012,31/08/2015
AGAF,Antonio Francisco Astiazaran Gutierrez,Diputado Propietario,PRI,13/07/1971, Sonora ,Mayoría Relativa, Sonora Distrito: 4 (Guaymas) ,Maestría,Ciencias políticas y sociales,LXII,29/08/2012,31/08/2015
GCA,Antonio Garcia Conejo,Diputado Propietario,PRD,05/09/1971, Michoacán ,Mayoría Relativa, Michoacán Distrito: 11 (Pátzcuaro) ,Licenciatura,Derecho,LXII,29/08/2012,31/08/2015
SSA,Antonio Sansores Sastre,Diputado Propietario,PRD,07/01/1964, Tabasco ,Mayoría Relativa, Tabasco Distrito: 6 (Villahermosa) ,Licenciatura,Ciencias de la salud,LXII,29/08/2012,31/08/2015
DAAdJ,Antonio de Jesus Diaz Athie,Diputado Propietario,PRI,14/01/1958, ,Mayoría Relativa, Chiapas Distrito: 12 (Tapachula) ,Licenciatura,Derecho,LXII,29/08/2012,31/08/2015
TFA,Araceli Torres Flores,Diputada Propietario,PT,17/10/1960, México ,Representación Proporcional, Veracruz Circunscripción: Tercera ,Primaria,,LXII,29/08/2012,31/08/2015
MTA,Areli Madrid Tovilla,Diputada Propietario,PRI,18/02/1952, Chiapas ,Representación Proporcional, Chiapas Circunscripción: Tercera ,Doctorado,Derecho,LXII,29/08/2012,31/08/2015
CCA,Armando Contreras Ceballos,Diputado Propietario,PRD,29/03/1962, Michoacán ,Mayoría Relativa, Michoacán Distrito: 2 (Puruandiro) ,Profesor Normalista,Ciencias de la educación,LXII,29/08/2012,31/08/2015
NCA,Armando Neyra Chavez,Senador Propietario,PRI,18/02/1937, México ,Representación Proporcional, N/A ,Primaria,,LXII,29/08/2012,31/08/2015
RPA,Armando Rios Piter,Senador Propietario,PRD,21/02/1973, Guerrero ,Mayoría Relativa, Guerrero ,Maestría,Ciencias políticas y sociales,LXII,29/08/2012,31/08/2015
OGA,Arnoldo Ochoa Gonzalez,Diputado Propietario,PRI,27/01/1951, Colima ,Representación Proporcional, Colima Circunscripción: Quinta ,Maestría,Derecho,LXII,29/08/2012,31/08/2015
CRA,Arturo Cruz Ramirez,Diputado Propietario,PRD,15/12/1954, Distrito Federal ,Mayoría Relativa, México Distrito: 32 (Valle de Chalco Solidaridad) ,Licenciatura,Ciencias de la educación,LXII,29/08/2012,31/08/2015
EVA,Arturo Escobar y Vega,Diputado Propietario,PVEM,23/04/1970, Distrito Federal ,Representación Proporcional, Distrito Federal Circunscripción: Cuarta ,,,LXII,29/08/2012,31/08/2015
ZJA,Arturo Zamora Jimenez,Senador Propietario,PRI,30/03/1956, Jalisco ,Mayoría Relativa, Jalisco ,Doctorado,Derecho,LXII,29/08/2012,31/08/2015
ARAdlL,Aurora de la Luz Aguilar  Rodriguez,Diputada Propietario,PAN,15/06/1967, Tamaulipas ,Representación Proporcional, Tlaxcala Circunscripción: Cuarta ,Licenciatura,Administración y contaduría,LXII,29/08/2012,31/08/2015
VRAF,Aida Fabiola Valencia Ramirez,Diputada Propietario,MC,31/01/1978, Oaxaca ,Mayoría Relativa, Oaxaca Distrito: 10 (Miahuatlán de Porfirio Díaz) ,Licenciatura,Administración y contaduría,LXII,29/08/2012,31/08/2015
YCBE,Beatriz Eugenia Yamamoto Cazares,Diputada Propietario,PAN,16/05/1950, Guanajuato ,Representación Proporcional, Guanajuato Circunscripción: Segunda ,Profesor Normalista,,LXII,29/08/2012,31/08/2015
CGB,Benito Caballero Garza,Diputado Propietario,PRI,24/09/1965, Nuevo León ,Mayoría Relativa, Nuevo León Distrito: 2 (Apodaca) ,Maestría,Derecho,LXII,29/08/2012,31/08/2015
CVB,Benjamin Castillo Valdez,Diputado Propietario,PRI,30/03/1959, Baja California ,Mayoría Relativa, Baja California Distrito: 1 (Mexicali) ,Licenciatura,Ingeniería,LXII,29/08/2012,31/08/2015
GCBE,Blanca Estela Gomez Carmona,Diputada Propietario,PRI,16/05/1962, México ,Mayoría Relativa, México Distrito: 23 (Valle de Bravo) ,Licenciatura,Ciencias de la educación,LXII,29/08/2012,31/08/2015
JCB,Blanca Jimenez  Castillo,Diputada Propietario,PAN,26/09/1965, Puebla ,Mayoría Relativa, Puebla Distrito: 9 (Heroica Puebla de Zaragoza) ,Licenciatura,Humanidades,LXII,29/08/2012,31/08/2015
VGBM,Blanca Maria Villaseñor Gudiño,Diputada Propietario,PRI,28/09/1963, Michoacán ,Representación Proporcional, Michoacán Circunscripción: Quinta ,Pasante/Licenciatura trunca,Comunicación,LXII,29/08/2012,31/08/2015
ARBMdS,Blanca Maria del Socorro Alcala Ruiz,Senadora Propietario,PRI,08/10/1961, Tlaxcala ,Mayoría Relativa, Puebla ,Maestría,Ciencias políticas y sociales,LXII,29/08/2012,31/08/2015
RLBR,Blas Ramon Rubio Lara,Diputado Propietario,PRI,13/12/1950, Sinaloa ,Mayoría Relativa, Sinaloa Distrito: 4 (Guasave) ,,,LXII,29/08/2012,31/08/2015
FABM,Braulio Manuel Fernandez Aguirre,Senador Propietario,PRI,17/06/1941, Coahuila ,Primera Minoría, Coahuila ,Licenciatura,Administración y contaduría,LXII,29/08/2012,31/08/2015
ASBMI,Brenda Maria Izontli Alvarado Sanchez,Diputada Propietario,PRI,16/02/1970, Distrito Federal ,Mayoría Relativa, México Distrito: 11 (Ecatepec de Morelos) ,Maestría,Ciencias políticas y sociales,LXII,29/08/2012,31/08/2015
RFBG,Barbara Gabriela Romo Fonseca,Diputada Propietario,PVEM,05/11/1977, Zacatecas ,Mayoría Relativa, Zacatecas Distrito: 4 (Guadalupe) ,Licenciatura,Administración y contaduría,LXII,29/08/2012,31/08/2015
PRCA,Carla Alicia Padilla Ramos,Diputada Propietario,PVEM,06/05/1969, México ,Representación Proporcional, México Circunscripción: Quinta ,Licenciatura,Derecho,LXII,29/08/2012,31/08/2015
RMCG,Carla Guadalupe Reyes Montiel,Diputada Propietario,PRD,02/02/1983, México ,Representación Proporcional, México Circunscripción: Quinta ,Licenciatura,Económico-financiera,LXII,29/08/2012,31/08/2015
GGCA,Carlos Alberto Garcia Gonzalez,Diputado Propietario,PAN,08/07/1971, Tamaulipas ,Mayoría Relativa, Tamaulipas Distrito: 4 (H. Matamoros) ,Maestría,Administración y contaduría,LXII,29/08/2012,31/08/2015
PSCA,Carlos Alberto Puente Salas,Senador Propietario,PVEM,16/12/1971, Zacatecas ,Mayoría Relativa, Zacatecas ,Preparatoria,,LXII,29/08/2012,31/08/2015
RDCA,Carlos Antonio Romero Deschamps,Senador Propietario,PRI,17/01/1944, Tamaulipas ,Representación Proporcional, N/A ,Licenciatura,Administración y contaduría,LXII,29/08/2012,31/08/2015
MLCA,Carlos Augusto Morales Lopez,Diputado Propietario,PRD,05/04/1977, Distrito Federal ,Mayoría Relativa, Distrito Federal Distrito: 4 (Iztapalapa) ,Licenciatura,Económico-financiera,LXII,29/08/2012,31/08/2015
GCCB,Carlos Bernardo Guzman  Cervantes,Diputado Suplente,PAN,12/08/1978, ,Mayoría Relativa, Jalisco Distrito: 10 (Zapopan) ,Maestría,Administración y contaduría,LXII,29/08/2012,31/08/2015
DJAC,Carlos De Jesus Alejandro,Diputado Propietario,PRD,04/11/1965, ,Mayoría Relativa, Guerrero Distrito: 6 (Chilapa de Álvarez) ,Maestría,Agropecuaria y zootecnia,LXII,29/08/2012,31/08/2015
APCF,Carlos Fernando Angulo Parra,Diputado Propietario,PAN,11/09/1950, Chihuahua ,Mayoría Relativa, Chihuahua Distrito: 3 (Ciudad Juárez) ,Maestría,Derecho,LXII,29/08/2012,31/08/2015
AdOCH,Carlos Humberto Aceves del Olmo,Diputado Propietario,PRI,05/11/1940, Distrito Federal ,Representación Proporcional, Distrito Federal Circunscripción: Cuarta ,Técnico,,LXII,29/08/2012,31/08/2015
CVCH,Carlos Humberto Castaños Valenzuela,Diputado Propietario,PAN,14/04/1977, Sinaloa ,Representación Proporcional, Sinaloa Circunscripción: Primera ,Licenciatura,Ciencias políticas y sociales,LXII,29/08/2012,31/08/2015
CMCO,Carlos Octavio Castellanos Mijares,Diputado Suplente,PVEM,26/05/1977, Chiapas ,Representación Proporcional, Chiapas Circunscripción: Tercera ,Doctorado,Derecho,LXII,29/08/2012,31/08/2015
SRC,Carlos Sanchez Romero,Diputado Propietario,PRI,05/11/1970, Puebla ,Mayoría Relativa, Puebla Distrito: 5 (San Martín Texmelucan de Labas) ,Licenciatura,Derecho,LXII,29/08/2012,31/08/2015
PCCL,Carmen Lucia Perez Camarena,Diputada Propietario,PAN,08/10/1968, Jalisco ,Representación Proporcional, Jalisco Circunscripción: Primera ,Licenciatura,Ciencias de la educación,LXII,29/08/2012,31/08/2015
AAC,Carol Antonio Altamirano,Diputado Propietario,PRD,13/12/1963, Oaxaca ,Mayoría Relativa, Oaxaca Distrito: 5 (Santo Domingo Tehuantepec) ,Licenciatura,Derecho,LXII,29/08/2012,31/08/2015
HOC,Carolina Hernandez Ortiz,Diputada Suplente,PRI,01/01/1900, ,Mayoría Relativa, Michoacán Distrito: 5 (Zamora de Hidalgo) ,Licenciatura,Comunicación,LXII,29/08/2012,31/08/2015
DOC,Catalino Duarte Ortuño,Diputado Propietario,PRD,23/03/1970, Guerrero ,Mayoría Relativa, Guerrero Distrito: 1 (Ciudad Altamirano) ,Licenciatura,Derecho,LXII,29/08/2012,31/08/2015
GGC,Cecilia Gonzalez Gomez,Diputada Propietario,PRI,28/05/1961, Jalisco ,Mayoría Relativa, Jalisco Distrito: 3 (Tepatitlán de Morelos) ,Técnico,Otra,LXII,29/08/2012,31/08/2015
AÁCM,Celestino Manuel Alonso Alvarez,Diputado Suplente,PRI,22/05/1952, Oaxaca ,Representación Proporcional, Campeche Circunscripción: Tercera ,Licenciatura,Económico-financiera,LXII,29/08/2012,31/08/2015
GRdLCI,Celia Isabel Gauna Ruiz de Leon,Diputada Propietario,PRI,19/11/1964, Jalisco ,Mayoría Relativa, Jalisco Distrito: 12 (Tlajomulco de Zúñiga) ,Maestría,Arquitectura y diseño,LXII,29/08/2012,31/08/2015
PNC,Cesario Padilla Navarro,Diputado Propietario,PRI,25/04/1951, Jalisco ,Mayoría Relativa, Jalisco Distrito: 1 (Tequila) ,Técnico,,LXII,29/08/2012,31/08/2015
NRCM,Christian Manuel Narvaez Romero,Diputado Suplente,PRD,01/01/1900, ,Mayoría Relativa, Tabasco Distrito: 4 (Villahermosa) ,Licenciatura,Administración y contaduría,LXII,29/08/2012,31/08/2015
DGC,Claudia Delgadillo Gonzalez,Diputada Propietario,PRI,24/07/1972, ,Mayoría Relativa, Jalisco Distrito: 11 (Guadalajara) ,Licenciatura,Derecho,LXII,29/08/2012,31/08/2015
ÁTCE,Claudia Elena Aguila Torres,Diputada Propietario,PRD,29/10/1972, Distrito Federal ,Mayoría Relativa, Distrito Federal Distrito: 7 (Gustavo A. Madero) ,Licenciatura,Ciencias políticas y sociales,LXII,29/08/2012,31/08/2015
BJCE,Claudia Elizabeth Bojorquez Javier,Diputada Propietario,PRD,19/10/1970, Tabasco ,Mayoría Relativa, Tabasco Distrito: 1 (Macuspana) ,Maestría,Administración y contaduría,LXII,29/08/2012,31/08/2015
ALC,Consuelo Argüelles  Loya,Diputada Propietario,PAN,19/01/1977, Distrito Federal ,Representación Proporcional, Nuevo León Circunscripción: Segunda ,Licenciatura,Derecho,LXII,29/08/2012,31/08/2015
GCC,Cristina Gonzalez Cruz,Diputada Propietario,PRI,25/07/1973, Distrito Federal ,Mayoría Relativa, México Distrito: 39 (Los Reyes Acaquilpan) ,Licenciatura,Derecho,LXII,29/08/2012,31/08/2015
OBC,Cristina Olvera Barrios,Diputada Propietario,Panal,24/07/1953, Sonora ,Representación Proporcional, Distrito Federal Circunscripción: Cuarta ,Técnico,Otra,LXII,29/08/2012,31/08/2015
RSC,Cristina Ruiz Sandoval,Diputada Propietario,PRI,23/10/1972, México ,Mayoría Relativa, México Distrito: 21 (Naucalpan de Juárez) ,Licenciatura,Derecho,LXII,29/08/2012,31/08/2015
TAC,Crystal Tovar Aragon,Diputada Propietario,PRD,23/01/1990, Chihuahua ,Representación Proporcional, Chihuahua Circunscripción: Primera ,Pasante/Licenciatura trunca,Ciencias políticas y sociales,LXII,29/08/2012,31/08/2015
SECA,Cesar Agustin Serna Escalera,Diputado Suplente,PRI,03/12/1973, Nuevo León ,Representación Proporcional, Nuevo León Circunscripción: Segunda ,Licenciatura,Derecho,LXII,29/08/2012,31/08/2015
PGCO,Cesar Octavio Pedroza Gaitan,Senador Propietario,PAN,20/05/1959, San Luis Potosí ,Mayoría Relativa, San Luis Potosí ,Maestría,Administración y contaduría,LXII,29/08/2012,31/08/2015
AGD,Daniel Amador Gaxiola,Senador Propietario,PRI,04/09/1956, Sinaloa ,Mayoría Relativa, Sinaloa ,Profesor Normalista,,LXII,29/08/2012,31/08/2015
ÁRDG,Daniel Gabriel Avila Ruiz,Senador Propietario,PAN,03/08/1971, Yucatán ,Mayoría Relativa, Yucatán ,Maestría,Administración y contaduría,LXII,29/08/2012,31/08/2015
GRD,Danner Gonzalez Rodriguez,Diputado Suplente,MC,01/01/1900, ,Representación Proporcional, Guerrero Circunscripción: Cuarta ,Licenciatura,Derecho,LXII,29/08/2012,31/08/2015
BRD,Dario Badillo Ramirez,Diputado Propietario,PRI,10/12/1959, Hidalgo ,Mayoría Relativa, Hidalgo Distrito: 1 (Huejutla de Reyes) ,Preparatoria,,LXII,29/08/2012,31/08/2015
GDDC,David Cuauhtemoc Galindo Delgado,Diputado Propietario,PAN,07/12/1975, Sonora ,Mayoría Relativa, Sonora Distrito: 2 (Nogales) ,Licenciatura,Comunicación,LXII,29/08/2012,31/08/2015
MÁD,David Monreal Avila,Senador Propietario,PT,22/03/1966, Zacatecas ,Primera Minoría, Zacatecas ,Licenciatura,Derecho,LXII,29/08/2012,31/08/2015
PGD,David Penchyna Grub,Senador Propietario,PRI,10/03/1965, Hidalgo ,Mayoría Relativa, Hidalgo ,Licenciatura,Derecho,LXII,29/08/2012,31/08/2015
PTPD,David Perez Tejada Padilla,Diputado Propietario,PVEM,19/11/1979, Baja California ,Mayoría Relativa, Baja California Distrito: 7 (Mexicali) ,Licenciatura,Ciencias políticas y sociales,LXII,29/08/2012,31/08/2015
GDDE,Delfina Elizabeth Guzman Diaz,Diputada Propietario,PRD,13/11/1960, Oaxaca ,Mayoría Relativa, Oaxaca Distrito: 11 (Santiago Pinotepa Nacional) ,Licenciatura,Ciencias de la educación,LXII,29/08/2012,31/08/2015
BNDF,Delvim Fabiola Barcenas Nieves,Diputada Propietario,PRI,16/01/1977, Querétaro ,Mayoría Relativa, Querétaro Distrito: 1 (Cadereyta de Montes) ,Licenciatura,Derecho,LXII,29/08/2012,31/08/2015
VRDK,Diana Karina Velazquez Ramirez,Diputada Propietario,PRI,13/06/1970, Chihuahua ,Mayoría Relativa, Chihuahua Distrito: 9 (Hidalgo del Parral) ,Técnico,Ciencias de la salud,LXII,29/08/2012,31/08/2015
GBDH,Diva Hadamira Gastelum Bajo,Senadora Propietario,PRI,30/07/1961, Sinaloa ,Representación Proporcional, N/A ,Maestría,Derecho,LXII,29/08/2012,31/08/2015
PHD,Domitilo Posadas Hernandez,Diputado Propietario,PRD,12/05/1958, México ,Representación Proporcional, México Circunscripción: Quinta ,Maestría,Otra,LXII,29/08/2012,31/08/2015
TLDMG,Dora Maria Guadalupe Talamante Lemas,Diputada Propietario,Panal,07/01/1965, Sonora ,Representación Proporcional, Sonora Circunscripción: Primera ,Doctorado,Ciencias de la educación,LXII,29/08/2012,31/08/2015
MMDM,Dulce Maria Muñiz Martinez,Diputada Propietario,PRI,30/01/1960, Hidalgo ,Mayoría Relativa, Hidalgo Distrito: 2 (Ixmiquilpan) ,Licenciatura,Ciencias de la educación,LXII,29/08/2012,31/08/2015
PREE,Edgar Emilio Pereyra Ramirez,Diputado Suplente,PRD,01/01/1900, ,Representación Proporcional, México Circunscripción: Quinta ,Maestría,Administración y contaduría,LXII,29/08/2012,31/08/2015
AJE,Edilberto Algredo Jaramillo,Diputado Propietario,PRD,13/02/1957, Tlaxcala ,Mayoría Relativa, Tlaxcala Distrito: 3 (Zacatelco) ,Profesor Normalista,Ciencias de la educación,LXII,29/08/2012,31/08/2015
ACE,Edith Aviles Cano,Diputada Suplente,PRI,01/01/1900, ,Mayoría Relativa, Hidalgo Distrito: 3 (Actopan) ,Licenciatura,Derecho,LXII,29/08/2012,31/08/2015
DMEE,Eduardo Enrique Dominguez Maganda,Diputado Suplente,PRD,03/07/1972, Guerrero ,Mayoría Relativa, Guerrero Distrito: 3 (Zihuatanejo) ,,,LXII,29/08/2012,31/08/2015
SNE,Eduardo Solis Nogueira,Diputado Suplente,PRI,09/10/1972, Durango ,Mayoría Relativa, Durango Distrito: 4 (Victoria de Durango) ,,,LXII,29/08/2012,31/08/2015
GFEC,Eligio Cuitlahuac Gonzalez Farias,Diputado Propietario,PRI,22/07/1977, Michoacán ,Mayoría Relativa, Michoacán Distrito: 8 (Morelia) ,Licenciatura,Humanidades,LXII,29/08/2012,31/08/2015
FVE,Elizabeth Flores Vazquez,Diputada Suplente,PRI,01/01/1900, ,Mayoría Relativa, México Distrito: 4 (Nicolás Romero) ,Licenciatura,Derecho,LXII,29/08/2012,31/08/2015
YREO,Elizabeth Oswelia Yañez Robles,Diputada Propietario,PAN,29/09/1945, Coahuila ,Representación Proporcional, Guanajuato Circunscripción: Segunda ,Maestría,Ciencias políticas y sociales,LXII,29/08/2012,31/08/2015
VMdCE,Elizabeth Vargas Martin del Campo,Diputada Propietario,PAN,21/05/1957, Guanajuato ,Mayoría Relativa, Guanajuato Distrito: 3 (León) ,Licenciatura,Administración y contaduría,LXII,29/08/2012,31/08/2015
CSE,Eloy Cantu Segovia,Diputado Propietario,PRI,24/09/1952, Nuevo León ,Representación Proporcional, Nuevo León Circunscripción: Segunda ,Doctorado,Derecho,LXII,29/08/2012,31/08/2015
AdlTEP,Elsa Patricia Araujo de la Torre,Diputada Propietario,PRI,30/01/1960, Tamaulipas ,Representación Proporcional, Tamaulipas Circunscripción: Segunda ,Maestría,Administración y contaduría,LXII,29/08/2012,31/08/2015
PEEM,Elvia Maria Perez Escalante,Diputada Propietario,PRI,30/01/1954, Campeche ,Representación Proporcional, Campeche Circunscripción: Tercera ,Pasante/Licenciatura trunca,Arquitectura y diseño,LXII,29/08/2012,31/08/2015
GPEA,Emilio Antonio Gamboa Patron,Senador Propietario,PRI,23/08/1950, Distrito Federal ,Representación Proporcional, N/A ,Licenciatura,Administración y contaduría,LXII,29/08/2012,31/08/2015
MME,Emilse Miranda Munive,Diputada Propietario,PRI,14/06/1971, Hidalgo ,Mayoría Relativa, Hidalgo Distrito: 4 (Tulancingo de Bravo) ,Licenciatura,Administración y contaduría,LXII,29/08/2012,31/08/2015
FFEA,Enrique Alejandro Flores Flores,Diputado Propietario,PAN,18/11/1982, San Luis Potosí ,Representación Proporcional, San Luis Potosí Circunscripción: Segunda ,Licenciatura,Derecho,LXII,29/08/2012,31/08/2015
DCPEA,Enrique Aubry De Castro Palomino,Diputado Propietario,PVEM,19/06/1982, Distrito Federal ,Mayoría Relativa, Jalisco Distrito: 14 (Guadalajara) ,,,LXII,29/08/2012,31/08/2015
BGE,Enrique Burgos Garcia,Senador Propietario,PRI,20/04/1946, Querétaro ,Primera Minoría, Querétaro ,Doctorado,Derecho,LXII,29/08/2012,31/08/2015
CDAE,Enrique Cardenas Del Avellano,Diputado Propietario,PRI,04/09/1957, Tamaulipas ,Mayoría Relativa, Tamaulipas Distrito: 5 (Ciudad Victoria) ,Licenciatura,Agropecuaria y zootecnia,LXII,29/08/2012,31/08/2015
RVEM,Erick Marte Rivera Villanueva,Diputado Propietario,PAN,14/01/1970, Hidalgo ,Representación Proporcional, Hidalgo Circunscripción: Quinta ,Licenciatura,Administración y contaduría,LXII,29/08/2012,31/08/2015
RSEdC,Erika del Carmen Ramagnoli Sosa,Diputada Suplente,PRI,01/01/1900, ,Mayoría Relativa, Campeche Distrito: 2 (Ciudad del Carmen) ,Maestría,Comunicación,LXII,29/08/2012,31/08/2015
SJEG,Ernesto German Sanchez Jimenez,Diputado Suplente,PRD,01/01/1900, Distrito Federal ,Mayoría Relativa, Distrito Federal Distrito: 9 (Venustiano Carranza) ,Pasante/Licenciatura trunca,Derecho,LXII,29/08/2012,31/08/2015
GCE,Ernesto Gandara Camou,Senador Propietario,PRI,22/09/1960, Sonora ,Mayoría Relativa, Sonora ,Maestría,Derecho,LXII,29/08/2012,31/08/2015
CAEJ,Ernesto Javier Cordero Arroyo,Senador Propietario,PAN,09/05/1968, Distrito Federal ,Representación Proporcional, N/A ,Maestría,Económico-financiera,LXII,29/08/2012,31/08/2015
NAE,Ernesto Nuñez Aguilar,Diputado Propietario,PVEM,28/02/1979, Michoacán ,Mayoría Relativa, Michoacán Distrito: 10 (Morelia) ,Maestría,Ciencias políticas y sociales,LXII,29/08/2012,31/08/2015
RAE,Ernesto Ruffo Appel,Senador Propietario,PAN,25/06/1952, ,Mayoría Relativa, Baja California ,Licenciatura,Administración y contaduría,LXII,29/08/2012,31/08/2015
MCEA,Esther Angelica Martinez Cardenas,Diputada Propietario,PRI,07/12/1970, San Luis Potosí ,Mayoría Relativa, San Luis Potosí Distrito: 2 (Soledad de Graciano Sánchez) ,Licenciatura,Derecho,LXII,29/08/2012,31/08/2015
QSE,Esther Quintana Salinas,Diputada Propietario,PAN,01/07/1951, Guerrero ,Mayoría Relativa, Coahuila Distrito: 7 (Saltillo) ,Licenciatura,Derecho,LXII,29/08/2012,31/08/2015
CME,Eufrosina Cruz Mendoza,Diputada Propietario,PAN,01/01/1979, Oaxaca ,Representación Proporcional, Oaxaca Circunscripción: Tercera ,Licenciatura,Administración y contaduría,LXII,29/08/2012,31/08/2015
DCE,Eva Diego Cruz,Diputada Propietario,PRD,02/05/1975, Veracruz ,Mayoría Relativa, Oaxaca Distrito: 4 (Tlacolula de Matamoros) ,Pasante/Licenciatura trunca,Derecho,LXII,29/08/2012,31/08/2015
PME,Eviel Perez Magaña,Senador Propietario,PRI,06/04/1963, Oaxaca ,Primera Minoría, Oaxaca ,Licenciatura,Administración y contaduría,LXII,29/08/2012,31/08/2015
GLBFJ,Federico Jose Gonzalez Luna Bueno,Diputado Propietario,PVEM,03/06/1966, México ,Representación Proporcional, Veracruz Circunscripción: Tercera ,Licenciatura,Derecho,LXII,29/08/2012,31/08/2015
CGFA,Felipe Arturo Camarena Garcia,Diputado Propietario,PVEM,05/02/1956, Guanajuato ,Mayoría Relativa, Guanajuato Distrito: 12 (Celaya) ,Maestría,Derecho,LXII,29/08/2012,31/08/2015
ATFdJ,Felipe de Jesus Almaguer Torres,Diputado Propietario,PAN,21/02/1974, San Luis Potosí ,Mayoría Relativa, San Luis Potosí Distrito: 6 (San Luis Potosí) ,Licenciatura,Derecho,LXII,29/08/2012,31/08/2015
MKFdJ,Felipe de Jesus Muñoz Kapamas,Diputado Propietario,PRI,03/02/1951, Distrito Federal ,Representación Proporcional, Distrito Federal Circunscripción: Cuarta ,Licenciatura,Comunicación,LXII,29/08/2012,31/08/2015
LBFA,Fernando Alejandro Larrazabal Breton,Diputado Propietario,PAN,11/08/1962, Oaxaca ,Mayoría Relativa, Nuevo León Distrito: 10 (Monterrey) ,Licenciatura,Ingeniería,LXII,29/08/2012,31/08/2015
BMF,Fernando Belaunzaran Mendez,Diputado Propietario,PRD,03/01/1970, Distrito Federal ,Representación Proporcional, Distrito Federal Circunscripción: Cuarta ,Licenciatura,Humanidades,LXII,29/08/2012,31/08/2015
BSF,Fernando Bribiesca Sahagun,Diputado Propietario,Panal,16/08/1981, Michoacán ,Representación Proporcional, Guanajuato Circunscripción: Segunda ,Maestría,Ciencias políticas y sociales,LXII,29/08/2012,31/08/2015
CHF,Fernando Charleston Hernandez,Diputado Propietario,PRI,13/10/1976, Veracruz ,Mayoría Relativa, Veracruz Distrito: 9 (Coatepec) ,Maestría,Ciencias políticas y sociales,LXII,29/08/2012,31/08/2015
CRF,Fernando Cuellar Reyes,Diputado Propietario,PRD,22/09/1963, Distrito Federal ,Mayoría Relativa, Distrito Federal Distrito: 3 (Azcapotzalco) ,Maestría,Ciencias de la educación,LXII,29/08/2012,31/08/2015
DlFHFD,Fernando Donato De las Fuentes Hernandez,Diputado Propietario,PRI,07/08/1960, Coahuila ,Mayoría Relativa, Coahuila Distrito: 4 (Saltillo) ,Licenciatura,Derecho,LXII,29/08/2012,31/08/2015
MCFE,Fernando Enrique Mayans Canabal,Senador Propietario,PRD,05/04/1963, ,Mayoría Relativa, Tabasco ,Licenciatura,Ciencias de la salud,LXII,29/08/2012,31/08/2015
